팀 컬러,팀 컬러 설명,1단계 적용 조건,2단계 적용 조건,3단계 적용 조건,4단계 적용 조건,1단계 효과,2단계 효과,3단계 효과,4단계 효과,시즌 & 이름
브라질 트리오,브라질 트리오로 구성된 팀컬러입니다.,3명,-,-,-,골 결정력 +1 / 드리블 +2 /  / ,-,-,-,"['ICON 호나우두', 'ICON 호나우지뉴', 'BWC 호나우두', 'LN 호나우두', 'ICON 히바우두', 'BWC 히바우두', 'LN 히바우두', 'LN 호나우지뉴', 'BWC 호나우지뉴', 'BTB 히바우두', 'BTB 호나우지뉴', 'CAP 호나우지뉴', 'MC 호나우두', 'MC 히바우두', 'MC 호나우지뉴', 'FA 호나우지뉴', 'LH 호나우두', 'LH 호나우지뉴', 'HOT 호나우두', 'HOT 호나우지뉴', 'LH 히바우두', 'CAP 히바우두', 'TC 호나우지뉴', 'TT 호나우두', 'TC 히바우두', 'NHD 호나우두', 'NHD 호나우지뉴', 'NHD 히바우두', 'TT 호나우지뉴', 'TT 히바우두', 'TC 호나우두']"
브라질 황금세대,브라질 황금세대 선수들로 구성된 팀컬러입니다.,5명,-,-,-,드리블 +2 / 커브 +2 / 가속력 +1 / ,-,-,-,"['ICON 호나우두', 'ICON 호나우지뉴', 'BWC 호나우두', 'ICON 카카', 'ICON 호베르투 카를루스', 'ICON 카푸', 'LN 호나우두', 'ICON 히바우두', 'BWC 히바우두', 'LN 히바우두', 'LN 호나우지뉴', 'LN 카카', 'BWC 호나우지뉴', 'RMCF 호베르투 카를루스', 'BWC 카푸', 'LN 호베르투 카를루스', 'LN 카푸', 'BWC 호베르투 카를루스', 'BTB 히바우두', 'BTB 호나우지뉴', 'RMCF 카카', 'CAP 호나우지뉴', 'FA 카카', 'CAP 카푸', 'MC 호나우두', 'MC 히바우두', 'MC 호나우지뉴', 'FA 호나우지뉴', 'MC 호베르투 카를루스', 'LH 호나우두', 'MC 카카', 'LH 호나우지뉴', 'LH 호베르투 카를루스', 'HOT 호나우두', 'HOT 호나우지뉴', 'LH 히바우두', 'HOT 호베르투 카를루스', 'MC 카푸', 'CAP 히바우두', 'TC 호베르투 카를루스', 'TC 호나우지뉴', 'BWC 카카', 'TT 호나우두', 'TC 히바우두', 'NHD 호나우두', 'NHD 호나우지뉴', 'NHD 호베르투 카를루스', 'NHD 히바우두', 'TT 호나우지뉴', 'TT 히바우두', 'TC 호나우두', 'TT 호베르투 카를루스', 'NHD 카푸', 'TT 카푸']"
블루문 기적의 우승,맨체스터 시티의 유명한 공격 트리오로 구성된 팀컬러입니다.,3명,-,-,-,골 결정력 +2 / 헤더 +1 /  / ,-,-,-,"['FA 마리오 발로텔리', 'BTB 세르히오 아구에로', 'EBS 마리오 발로텔리', '21UCL 에딘 제코', 'MC 에딘 제코', 'BTB 마리오 발로텔리', '20TOTS 세르히오 아구에로', 'VTR 에딘 제코', 'MOG 세르히오 아구에로', 'MOG 에딘 제코', 'HOT 세르히오 아구에로', '20TOTN 세르히오 아구에로', 'VTR 마리오 발로텔리', 'LH 세르히오 아구에로', '19TOTS 세르히오 아구에로', 'LH 에딘 제코', 'COC 세르히오 아구에로', 'MC 마리오 발로텔리', 'HOT 에딘 제코', 'GR 세르히오 아구에로', '22PLA 에딘 제코', 'GR 마리오 발로텔리', 'MOG 마리오 발로텔리', '20PLA 세르히오 아구에로', '21PLA 세르히오 아구에로', 'OTW 마리오 발로텔리', '19PLA 세르히오 아구에로', '19PLS 세르히오 아구에로', '19UCL 세르히오 아구에로', 'MCFC 세르히오 아구에로', 'TT 세르히오 아구에로', '21PLA 에딘 제코', '18PLS 세르히오 아구에로', 'TB 세르히오 아구에로', '20UCL 세르히오 아구에로', 'TC 에딘 제코', 'PLC 세르히오 아구에로', '20PLA 에딘 제코', 'TB 에딘 제코', 'TT 에딘 제코', '19PLS 에딘 제코', 'TB 마리오 발로텔리', '19PLA 에딘 제코', 'TT 마리오 발로텔리', 'TC 세르히오 아구에로', 'PLC 에딘 제코', '18PLS 에딘 제코', '19PLS 마리오 발로텔리', '19PLA 마리오 발로텔리', 'NHD 세르히오 아구에로', '18PLS 마리오 발로텔리', 'NHD 마리오 발로텔리', 'PLC 마리오 발로텔리', '21 세르히오 아구에로', 'LIVE 에딘 제코', 'TC 마리오 발로텔리', '19 마리오 발로텔리', 'LIVE 마리오 발로텔리']"
블루문 듀오,맨체스터 시티의 유명한 듀오로 구성된 팀컬러입니다.,2명,-,-,-,반응 속도 +1 / 짧은 패스 +1 /  / ,-,-,-,"['BTB 세르히오 아구에로', 'BTB 다비드 실바', 'EBS 다비드 실바', 'FA 다비드 실바', 'VTR 다비드 실바', '20TOTS 세르히오 아구에로', 'MOG 세르히오 아구에로', 'MOG 다비드 실바', 'HOT 세르히오 아구에로', '20TOTN 세르히오 아구에로', 'LH 세르히오 아구에로', 'LH 다비드 실바', 'BWC 다비드 실바', '19TOTS 세르히오 아구에로', 'HOT 다비드 실바', 'COC 세르히오 아구에로', '20TOTN 다비드 실바', 'GR 세르히오 아구에로', '20PLA 세르히오 아구에로', '21PLA 세르히오 아구에로', '21PLA 다비드 실바', '19PLA 세르히오 아구에로', '19PLS 세르히오 아구에로', '19UCL 세르히오 아구에로', '20PLA 다비드 실바', '22PLA 다비드 실바', 'TB 다비드 실바', '19PLS 다비드 실바', 'MCFC 세르히오 아구에로', 'TT 세르히오 아구에로', 'MCFC 다비드 실바', '18PLS 세르히오 아구에로', '18PLS 다비드 실바', 'TB 세르히오 아구에로', '20UCL 세르히오 아구에로', 'TT 다비드 실바', '19PLA 다비드 실바', 'PLC 세르히오 아구에로', 'PLC 다비드 실바', '19UCL 다비드 실바', 'TC 다비드 실바', 'TC 세르히오 아구에로', 'NHD 다비드 실바', 'NHD 세르히오 아구에로', '21 세르히오 아구에로', 'LIVE 다비드 실바']"
블루문 철벽 수비 듀오,맨체스터 시티의 유명한 수비수 콤비로 구성된 팀컬러입니다.,2명,-,-,-,태클 +1 / 적극성 +1 /  / ,-,-,-,"['22TOTY 후벵 디아스', 'BWC 존 스톤스', '22TOTS 후벵 디아스', '21TOTS 후벵 디아스', 'WC22 후벵 디아스', '21TOTS 존 스톤스', 'BOE21 존 스톤스', 'BTB 존 스톤스', 'WC22 존 스톤스', 'BOE21 후벵 디아스', '20TOTS 후벵 디아스', '21UCL 후벵 디아스', '20UCL 후벵 디아스', '21UCL 존 스톤스', '22PLA 후벵 디아스', 'UP 존 스톤스', '21PLA 후벵 디아스', '20UCL 존 스톤스', '19TOTS 존 스톤스', '21PLA 존 스톤스', 'GR 존 스톤스', '20PLA 후벵 디아스', 'COC 존 스톤스', '19UCL 존 스톤스', 'COC 후벵 디아스', 'MCFC 존 스톤스', '19PLA 존 스톤스', '18PLS 존 스톤스', 'TB 존 스톤스', 'PLC 존 스톤스', 'TT 존 스톤스', 'LIVE 후벵 디아스', 'LIVE 존 스톤스']"
블루스 영혼의 듀오,첼시의 뛰어난 호흡을 보인 두 선수로 구성된 팀컬러입니다.,2명,-,-,-,중거리 슛 +1 / 위치 선정 +1 /  / ,-,-,-,"['ICON 디디에 드로그바', 'LN 프랭크 램파드', 'LN 디디에 드로그바', 'ICON 프랭크 램파드', 'CFA 프랭크 램파드', 'CFA 디디에 드로그바', 'BTB 프랭크 램파드', 'CAP 프랭크 램파드', 'CAP 디디에 드로그바', 'EBS 프랭크 램파드', 'BTB 디디에 드로그바', 'MC 디디에 드로그바', 'FA 프랭크 램파드', 'FA 디디에 드로그바', 'MOG 프랭크 램파드', 'HOT 프랭크 램파드', 'LH 디디에 드로그바', 'LH 프랭크 램파드', 'MOG 디디에 드로그바', 'TC 프랭크 램파드']"
블루스의 심장,첼시의 황금세대 멤버로 구성된 팀컬러입니다.,3명,-,-,-,밸런스 +1 / 긴 패스 +2 /  / ,-,-,-,"['ICON 디디에 드로그바', 'LN 프랭크 램파드', 'LN 디디에 드로그바', 'ICON 프랭크 램파드', 'ICON 페트르 체흐', 'ICON 마이클 에시앙', 'CFA 프랭크 램파드', 'CFA 디디에 드로그바', 'BTB 프랭크 램파드', 'ICON 애슐리 콜', 'LN 애슐리 콜', 'LN 페트르 체흐', 'CAP 프랭크 램파드', 'CAP 디디에 드로그바', 'CFA 조 콜', 'CFA 마이클 에시앙', 'LN 조 콜', 'LN 마이클 에시앙', 'CFA 페트르 체흐', 'BTB 페트르 체흐', 'EBS 프랭크 램파드', 'BTB 마이클 에시앙', 'BTB 조 콜', '22HR 조 콜', 'CAP 페트르 체흐', 'BTB 디디에 드로그바', 'CFA 애슐리 콜', 'MC 디디에 드로그바', 'FA 프랭크 램파드', 'FA 디디에 드로그바', 'MC 마이클 에시앙', 'MOG 프랭크 램파드', 'EBS 애슐리 콜', 'EBS 페트르 체흐', 'HOT 프랭크 램파드', 'LH 디디에 드로그바', 'LH 프랭크 램파드', 'MOG 디디에 드로그바', 'TC 프랭크 램파드', 'TC 페트르 체흐', 'TC 애슐리 콜', 'TT 페트르 체흐', 'NHD 페트르 체흐', 'TB 페트르 체흐', '18PLS 페트르 체흐', '18 페트르 체흐', '17 존 테리', '18 애슐리 콜']"
비안코네리 듀오,유벤투스의 전설적인 듀오로 구성된 팀컬러입니다.,2명,-,-,-,커브 +1 / 헤더 +1 /  / ,-,-,-,"['ICON A. 델피에로', 'LN A. 델피에로', 'LN 다비드 트레제게', 'ICON 다비드 트레제게', 'BWC 다비드 트레제게', 'CAP A. 델피에로', 'BTB A. 델피에로', 'BTB 다비드 트레제게', 'MC 다비드 트레제게', 'EBS 다비드 트레제게', 'BWC A. 델피에로', 'EBS A. 델피에로', 'HOT A. 델피에로', 'LH A. 델피에로', 'LH 다비드 트레제게', 'TC A. 델피에로', 'TT 다비드 트레제게', 'NHD 다비드 트레제게', 'TC 다비드 트레제게', 'TT A. 델피에로', 'NHD A. 델피에로', 'MOG 다비드 트레제게']"
비안코네리 밸런스,유벤투스의 황금라인으로 구성된 팀컬러입니다.,3명,-,-,-,밸런스 +1 / 중거리 슛 +1 / 긴 패스 +1 / ,-,-,-,"['ICON 안드레아 피를로', 'BWC 안드레아 피를로', 'BWC 폴 포그바', 'LN 안드레아 피를로', 'FA 안드레아 피를로', 'WC22 폴 포그바', 'EBS 안드레아 피를로', 'BTB 안드레아 피를로', 'BTB 폴 포그바', 'FA 폴 포그바', 'BTB 아르투로 비달', 'EBS 폴 포그바', 'BOE21 폴 포그바', 'NTG 안드레아 피를로', '21UCL 아르투로 비달', 'FA 아르투로 비달', 'VTR 아르투로 비달', 'MC 아르투로 비달', 'LH 폴 포그바', 'LH 아르투로 비달', 'COC 아르투로 비달', 'GR 폴 포그바', 'HOT 아르투로 비달', 'TT 폴 포그바', '21PLA 폴 포그바', '21UCL 폴 포그바', '20PLA 폴 포그바', 'TT 아르투로 비달', 'TC 폴 포그바', '21PLA 아르투로 비달', 'TC 아르투로 비달', 'NHD 폴 포그바', 'TB 폴 포그바', '19UCL 아르투로 비달', '19PLA 폴 포그바', '19PLS 아르투로 비달', '20PLA 아르투로 비달', 'PLC 폴 포그바', '19PLA 아르투로 비달', '18PLS 폴 포그바', '18PLS 아르투로 비달', 'TB C. 마르키시오', 'TB 아르투로 비달', 'NHD C. 마르키시오', 'NHD 아르투로 비달', 'LIVE 폴 포그바', '17 C. 마르키시오', '21 아르투로 비달']"
비안코네리 빗장수비진,유벤투스의 빗장수비진으로 구성된 팀컬러입니다.,3명,-,-,-,몸싸움 +1 / 헤더 +2 /  / ,-,-,-,"['22TOTN 조르조 키엘리니', '22TOTN 레오나르도 보누치', 'BTB 조르조 키엘리니', 'CAP 조르조 키엘리니', 'BOE21 조르조 키엘리니', 'BOE21 레오나르도 보누치', 'BTB 레오나르도 보누치', '21UCL 레오나르도 보누치', 'VTR 조르조 키엘리니', 'EBS 레오나르도 보누치', 'HOT 조르조 키엘리니', '20TOTN 레오나르도 보누치', '19TOTS 조르조 키엘리니', 'HOT 레오나르도 보누치', 'LH 조르조 키엘리니', '19UCL 레오나르도 보누치', 'LH 레오나르도 보누치', '21PLA 조르조 키엘리니', '21PLA 레오나르도 보누치', '22PLA 레오나르도 보누치', '20UCL 레오나르도 보누치', 'TB 조르조 키엘리니', 'TT 레오나르도 보누치', 'TC 레오나르도 보누치', '20PLA 조르조 키엘리니', '18TOTY 레오나르도 보누치', 'TC 조르조 키엘리니', '19PLA 조르조 키엘리니', '20PLA 레오나르도 보누치', '19PLS 레오나르도 보누치', 'PLC 조르조 키엘리니', '18PLS 조르조 키엘리니', '19PLA 레오나르도 보누치', 'TC 안드레아 바르찰리', '18PLS 레오나르도 보누치', 'TB 안드레아 바르찰리', 'TB 레오나르도 보누치', 'PLC 레오나르도 보누치', '21UCL 조르조 키엘리니', 'NHD 조르조 키엘리니', '20UCL 조르조 키엘리니', '18PLS 안드레아 바르찰리', 'NHD 안드레아 바르찰리', 'NHD 레오나르도 보누치', 'LIVE 레오나르도 보누치', 'LIVE 조르조 키엘리니', '18 안드레아 바르찰리']"
비안코네리 철벽수비 듀오,유벤투스의 수비진 듀오로 구성된 팀컬러입니다.,2명,-,-,-,대인 수비 +1 / 태클 +1 /  / ,-,-,-,"['22TOTN 조르조 키엘리니', '22TOTN 레오나르도 보누치', 'BTB 조르조 키엘리니', 'CAP 조르조 키엘리니', 'BOE21 조르조 키엘리니', 'BOE21 레오나르도 보누치', 'BTB 레오나르도 보누치', '21UCL 레오나르도 보누치', 'VTR 조르조 키엘리니', 'EBS 레오나르도 보누치', 'HOT 조르조 키엘리니', '20TOTN 레오나르도 보누치', '19TOTS 조르조 키엘리니', 'HOT 레오나르도 보누치', 'LH 조르조 키엘리니', '19UCL 레오나르도 보누치', 'LH 레오나르도 보누치', '21PLA 조르조 키엘리니', '21PLA 레오나르도 보누치', '22PLA 레오나르도 보누치', '20UCL 레오나르도 보누치', 'TB 조르조 키엘리니', 'TT 레오나르도 보누치', 'TC 레오나르도 보누치', '20PLA 조르조 키엘리니', '18TOTY 레오나르도 보누치', 'TC 조르조 키엘리니', '19PLA 조르조 키엘리니', '20PLA 레오나르도 보누치', '19PLS 레오나르도 보누치', 'PLC 조르조 키엘리니', '18PLS 조르조 키엘리니', '19PLA 레오나르도 보누치', '18PLS 레오나르도 보누치', 'TB 레오나르도 보누치', 'PLC 레오나르도 보누치', '21UCL 조르조 키엘리니', 'NHD 조르조 키엘리니', '20UCL 조르조 키엘리니', 'NHD 레오나르도 보누치', 'LIVE 레오나르도 보누치', 'LIVE 조르조 키엘리니']"
비안코네리의 신사들,유벤투스가 강등되었을 때에도 팀에 남아 다시 승격을 시킨 주인공들로 구성된 팀컬러입니다.,4명,-,-,-,반응 속도 +2 / 짧은 패스 +2 /  / ,-,-,-,"['ICON A. 델피에로', 'ICON 파벨 네드베드', 'BWC 잔루이지 부폰', 'LN A. 델피에로', 'LN 파벨 네드베드', 'LN 다비드 트레제게', 'ICON 다비드 트레제게', 'BTB 파벨 네드베드', 'BWC 다비드 트레제게', '22TOTN 조르조 키엘리니', 'CAP A. 델피에로', 'CAP 파벨 네드베드', 'BTB 조르조 키엘리니', 'CAP 잔루이지 부폰', 'BTB 잔루이지 부폰', 'BTB A. 델피에로', 'CAP 조르조 키엘리니', 'BOE21 조르조 키엘리니', 'EBS 잔루이지 부폰', 'EBS 파벨 네드베드', 'BTB 다비드 트레제게', 'MC 다비드 트레제게', 'MC 파벨 네드베드', 'EBS 다비드 트레제게', 'BWC A. 델피에로', 'MC 잔루이지 부폰', 'VTR 잔루이지 부폰', 'VTR 조르조 키엘리니', 'LH 잔루이지 부폰', 'EBS A. 델피에로', 'HOT A. 델피에로', 'HOT 파벨 네드베드', 'LH A. 델피에로', 'HOT 조르조 키엘리니', 'LH 파벨 네드베드', 'MOG 파벨 네드베드', 'LH 다비드 트레제게', 'TC A. 델피에로', '19TOTS 조르조 키엘리니', 'LH 조르조 키엘리니', 'TC 파벨 네드베드', 'TC 잔루이지 부폰', '21PLA 조르조 키엘리니', 'TT 파벨 네드베드', 'TT 다비드 트레제게', 'TB 조르조 키엘리니', '20PLA 조르조 키엘리니', '20UCL 잔루이지 부폰', 'NHD 다비드 트레제게', 'TC 조르조 키엘리니', '19PLA 조르조 키엘리니', 'TC 다비드 트레제게', 'PLC 조르조 키엘리니', '18PLS 조르조 키엘리니', 'TT A. 델피에로', 'NHD A. 델피에로', 'NHD 잔루이지 부폰', '19UCL 잔루이지 부폰', '18PLS 잔루이지 부폰', '19PLS 잔루이지 부폰', '20PLA 잔루이지 부폰', 'TB C. 마르키시오', '19PLA 잔루이지 부폰', 'NHD 파벨 네드베드', '21UCL 조르조 키엘리니', 'NHD 조르조 키엘리니', '20UCL 조르조 키엘리니', 'NHD C. 마르키시오', 'MOG 다비드 트레제게', '17 C. 마르키시오', 'LIVE 조르조 키엘리니', 'LIVE 잔루이지 부폰']"
스퍼스 영혼의 콤비,토트넘의 영혼의 콤비로 구성된 팀컬러입니다.,2명,-,-,-,가속력 +2 / 시야 +1 /  / ,-,-,-,"['22TOTS 손흥민', '22TOTS 해리 케인', 'BWC 해리 케인', 'WC22 해리 케인', '22TOTY 손흥민', 'WC22 손흥민', '22TOTN 해리 케인', '21TOTY 손흥민', '21TOTS 해리 케인', 'BOE21 해리 케인', '21TOTS 손흥민', 'CAP 손흥민', '21TOTN 해리 케인', '22KFA 손흥민', '20TOTS 손흥민', '20TOTN 손흥민', '20TOTN 해리 케인', '19UCL 손흥민', '19UCL 해리 케인', 'HOT 해리 케인', '22PLA 해리 케인', '21PLA 해리 케인', '22PLA 손흥민', '19TOTS 손흥민', 'COC 해리 케인', '21PLA 손흥민', '18TOTY 해리 케인', 'LH 손흥민', '19PLS 해리 케인', '20PLA 해리 케인', '2019KFA 손흥민', '20PLA 손흥민', '19PLS 손흥민', 'TB 해리 케인', '19PLA 손흥민', '19PLA 해리 케인', 'KFA 손흥민', 'TB 손흥민', '18PLS 해리 케인', 'PLC 해리 케인', '18PLS 손흥민', 'PLC 손흥민', 'LIVE 해리 케인', 'TT 손흥민', 'LIVE 손흥민', 'NHD 손흥민']"
스퍼스 황금라인,토트넘의 유명한 4인조로 구성된 팀컬러입니다.,3명,-,-,-,중거리 슛 +2 / 밸런스 +1 /  / ,-,-,-,"['22TOTS 손흥민', '22TOTS 해리 케인', 'BWC 해리 케인', 'WC22 해리 케인', '22TOTY 손흥민', 'WC22 손흥민', '22TOTN 해리 케인', '21TOTY 손흥민', '21TOTS 해리 케인', 'BOE21 해리 케인', '21TOTS 손흥민', 'CAP 손흥민', '21TOTN 해리 케인', 'SPL 크리스티안 에릭센', '22KFA 손흥민', 'BWC 델리 알리', 'BTB 크리스티안 에릭센', '20TOTS 손흥민', '20TOTN 손흥민', '20TOTN 해리 케인', '19UCL 손흥민', '19UCL 해리 케인', 'HOT 해리 케인', '22PLA 해리 케인', '21PLA 해리 케인', '20TOTN 크리스티안 에릭센', '22PLA 손흥민', '19TOTS 손흥민', 'HOT 크리스티안 에릭센', 'COC 해리 케인', 'LH 크리스티안 에릭센', '21PLA 손흥민', '19TOTS 크리스티안 에릭센', 'GR 델리 알리', '18TOTY 해리 케인', 'LH 손흥민', '19PLS 해리 케인', '20PLA 해리 케인', 'GR 크리스티안 에릭센', '2019KFA 손흥민', '20PLA 손흥민', '22PLA 크리스티안 에릭센', 'TB 크리스티안 에릭센', '19PLS 손흥민', '19UCL 델리 알리', 'TB 해리 케인', '19PLA 크리스티안 에릭센', '19PLA 손흥민', '19PLA 해리 케인', '19PLS 크리스티안 에릭센', '20PLA 크리스티안 에릭센', 'KFA 손흥민', '18PLS 크리스티안 에릭센', 'COC 델리 알리', 'TB 손흥민', '18PLS 해리 케인', '19PLA 델리 알리', '21PLA 델리 알리', 'PLC 크리스티안 에릭센', 'PLC 해리 케인', 'BOE21 크리스티안 에릭센', '18PLS 손흥민', '19PLS 델리 알리', 'TB 델리 알리', '18PLS 델리 알리', 'PLC 델리 알리', 'PLC 손흥민', 'LIVE 해리 케인', 'TT 손흥민', 'LIVE 손흥민', 'NHD 손흥민', 'LIVE 크리스티안 에릭센', 'LIVE 델리 알리']"
스페인 듀오,스페인의 전설적인 듀오로 구성된 팀컬러입니다.,2명,-,-,-,가속력 +1 / 골 결정력 +1 /  / ,-,-,-,"['ICON 페르난도 토레스', 'LN 페르난도 토레스', 'EBS 페르난도 토레스', 'CFA 페르난도 토레스', 'FA 페르난도 토레스', 'NTG 페르난도 토레스', 'BWC 페르난도 토레스', 'NHD 페르난도 토레스', '18 다비드 비야', '17 페르난도 토레스']"
스페인 황금세대,스페인 황금세대 선수들로 구성된 팀컬러입니다.,5명,-,-,-,짧은 패스 +2 / 골 결정력 +2 / 볼 컨트롤 +1 / ,-,-,-,"['ICON 차비', 'ICON 카시야스', 'ICON 카를레스 푸욜', 'ICON 페르난도 토레스', 'LN 차비', 'BWC 차비', 'BWC 카시야스', 'RMCF 카시야스', 'LN 페르난도 토레스', 'BWC 세르히오 라모스', 'BWC 피케', 'BWC 세르지오 부스케츠', 'LN 카시야스', '21TOTY 세르히오 라모스', 'BTB 세르히오 라모스', 'LN 카를레스 푸욜', 'BWC 카를레스 푸욜', 'WC22 세르지오 부스케츠', 'EBS 페르난도 토레스', 'EBS 세르히오 라모스', 'CAP 세르히오 라모스', 'EBS 차비', 'CAP 차비', 'CAP 카를레스 푸욜', 'BTB 차비', 'BTB 다비드 실바', 'EBS 카를레스 푸욜', 'EBS 세스크 파브레가스', 'BTB 세르지오 부스케츠', 'EBS 다비드 실바', 'BTB 피케', 'BTB 조르디 알바', 'FA 페드로', 'BTB 카시야스', 'UP 페드로', 'UP 세르지오 부스케츠', 'NTG 차비', 'EBS 세르지오 부스케츠', 'CFA 페르난도 토레스', 'BTB 카를레스 푸욜', 'BTB 페드로', 'FA 페르난도 토레스', 'FA 다비드 실바', 'EBS 조르디 알바', 'WC22 조르디 알바', 'BOE21 세르지오 부스케츠', '21TOTS 조르디 알바', 'EBS 피케', '22TOTN 조르디 알바', 'FA 차비', '20TOTY 세르히오 라모스', 'VTR 세스크 파브레가스', 'VTR 다비드 실바', 'MC 세스크 파브레가스', 'NTG 페르난도 토레스', 'BWC 페드로', 'BOE21 조르디 알바', 'LH 세르히오 라모스', '20TOTS 세르히오 라모스', 'MC 피케', 'UP 조르디 알바', 'BWC 페르난도 토레스', 'LH 카를레스 푸욜', 'MOG 다비드 실바', 'BWC 세스크 파브레가스', '21TOTN 조르디 알바', '20UCL 세르히오 라모스', '19TOTY 세르히오 라모스', 'LH 세스크 파브레가스', 'HOT 카를레스 푸욜', 'HOT 세르히오 라모스', 'LH 피케', 'LH 다비드 실바', 'MC 페드로', 'BWC 다비드 실바', 'HOT 피케', 'HOT 다비드 실바', '20TOTN 조르디 알바', 'TC 카를레스 푸욜', 'TC 세르히오 라모스', '20TOTN 다비드 실바', 'LH 세르지오 부스케츠', '19TOTS 세르지오 부스케츠', '19TOTS 피케', 'HOT 세르지오 부스케츠', '19UCL 세르히오 라모스', '19TOTS 조르디 알바', 'GR 세스크 파브레가스', 'TC 세르지오 부스케츠', '21PLA 세르히오 라모스', '19TOTS 카시야스', '18TOTY 세르히오 라모스', 'TC 피케', 'LH 조르디 알바', 'LH 페드로', '22PLA 조르디 알바', '22PLA 세르지오 부스케츠', 'GR 세르지오 부스케츠', '20PLA 세르히오 라모스', '21PLA 다비드 실바']"
쌍용 듀오,FC서울의 쌍용으로 구성된 팀컬러입니다.,2명,-,-,-,긴 패스 +1 / 드리블 +1 /  / ,-,-,-,"['2012KH 기성용', 'CAP 기성용', '21KLB 기성용', 'FA 기성용', 'LOL 기성용', 'TKL 기성용', 'TKL 이청용', '20KLB 이청용', 'VTR 이청용', '2019KFA 기성용', '22KL 기성용', 'LH 이청용', '2019KFA 이청용', '21KL 기성용', 'KFA 기성용', '22KL 이청용', '21KL 이청용', '19PLA 기성용', 'KFA 이청용', '18PLS 기성용', 'LIVE 기성용', 'LIVE 이청용']"
아르헨티나 신구의 조화,아르헨티나의 신구조화를 보여준 두 명의 선수로 구성된 팀컬러입니다.,2명,-,-,-,볼 컨트롤 +1 / 드리블 +1 /  / ,-,-,-,"['22TOTY 리오넬 메시', 'BWC 리오넬 메시', '22TOTS 리오넬 메시', 'WC22 리오넬 메시', 'BTB 리오넬 메시', 'ICON 리켈메', '21TOTS 리오넬 메시', 'CAP 리오넬 메시', 'FA 리오넬 메시', '21UCL 리오넬 메시', '21TOTN 리오넬 메시', '20TOTY 리오넬 메시', '20TOTS 리오넬 메시', '22PLA 리오넬 메시', 'LH 리오넬 메시', '20UCL 리오넬 메시', 'NTG 리켈메', '19TOTY 리오넬 메시', 'HOT 리오넬 메시', '19UCL 리오넬 메시', '20PLA 리오넬 메시', '19PLA 리오넬 메시', '19TOTS 리오넬 메시', '21PLA 리오넬 메시', '19PLS 리오넬 메시', 'TC 리오넬 메시', 'COC 리오넬 메시', 'GR 리오넬 메시', '18TOTY 리오넬 메시', 'PLC 리오넬 메시', '18PLS 리오넬 메시', 'TB 리오넬 메시', 'LIVE 리오넬 메시', 'NHD 리오넬 메시']"
