pk,season,season_pk
300208165,LIVE,300
300208169,LIVE,300
300208188,LIVE,300
300208194,LIVE,300
300208224,LIVE,300
300208229,LIVE,300
300208230,LIVE,300
300208250,LIVE,300
300208260,LIVE,300
300208268,LIVE,300
300208290,LIVE,300
318208290,18,318
300208290,LIVE,300
318208290,18,318
300208295,LIVE,300
300208297,LIVE,300
300208302,LIVE,300
300208304,LIVE,300
300208311,LIVE,300
300208316,LIVE,300
300208330,LIVE,300
300208333,LIVE,300
300208334,LIVE,300
300208335,LIVE,300
300208364,LIVE,300
300208370,LIVE,300
300208375,LIVE,300
300208418,LIVE,300
300208421,LIVE,300
300208424,LIVE,300
300208432,LIVE,300
300208437,LIVE,300
300208440,LIVE,300
300208448,LIVE,300
300208449,LIVE,300
300208450,LIVE,300
300208451,LIVE,300
300208455,LIVE,300
300208459,LIVE,300
300208461,LIVE,300
300208462,LIVE,300
300208470,LIVE,300
300208498,LIVE,300
300208502,LIVE,300
300208504,LIVE,300
300208507,LIVE,300
300208509,LIVE,300
300208522,LIVE,300
300208523,LIVE,300
300208535,LIVE,300
300208559,LIVE,300
300208560,LIVE,300
300208564,LIVE,300
300208574,LIVE,300
300208577,LIVE,300
300208581,LIVE,300
300208585,LIVE,300
300208589,LIVE,300
300208590,LIVE,300
300208592,LIVE,300
300208596,LIVE,300
300208615,LIVE,300
300208618,LIVE,300
300208620,LIVE,300
300208621,LIVE,300
300208622,LIVE,300
300208630,LIVE,300
300208631,LIVE,300
300208636,LIVE,300
300208638,LIVE,300
300208645,LIVE,300
300208668,LIVE,300
300208670,LIVE,300
300208675,LIVE,300
300208697,LIVE,300
300208700,LIVE,300
300208719,LIVE,300
300208722,LIVE,300
300208730,LIVE,300
300208752,LIVE,300
300208764,LIVE,300
300208771,LIVE,300
300208776,LIVE,300
300208777,LIVE,300
300208778,LIVE,300
300208782,LIVE,300
300208787,LIVE,300
300208790,LIVE,300
300208797,LIVE,300
300208806,LIVE,300
300208817,LIVE,300
300208818,LIVE,300
300208830,LIVE,300
300208835,LIVE,300
300208842,LIVE,300
300208856,LIVE,300
300208861,LIVE,300
300208862,LIVE,300
300208865,LIVE,300
300208878,LIVE,300
300208885,LIVE,300
300208892,LIVE,300
300208894,LIVE,300
300208898,LIVE,300
300208914,LIVE,300
300208917,LIVE,300
300208919,LIVE,300
300208920,LIVE,300
300208932,LIVE,300
300208949,LIVE,300
300208953,LIVE,300
300208968,LIVE,300
300208974,LIVE,300
300208988,LIVE,300
300208989,LIVE,300
300208999,LIVE,300
300209061,LIVE,300
300209062,LIVE,300
300209063,LIVE,300
300209166,LIVE,300
300209169,LIVE,300
300209172,LIVE,300
300209177,LIVE,300
300209194,LIVE,300
300209196,LIVE,300
300209210,LIVE,300
300209223,LIVE,300
300209232,LIVE,300
300209238,LIVE,300
300209253,LIVE,300
300209254,LIVE,300
300209281,LIVE,300
300209285,LIVE,300
300209288,LIVE,300
300209289,LIVE,300
300209293,LIVE,300
300209297,LIVE,300
300209315,LIVE,300
300209316,LIVE,300
300209317,LIVE,300
300209323,LIVE,300
300209331,LIVE,300
300209332,LIVE,300
300209333,LIVE,300
300209335,LIVE,300
300209359,LIVE,300
300209361,LIVE,300
300209369,LIVE,300
300209401,LIVE,300
300209409,LIVE,300
319209409,19,319
300209409,LIVE,300
319209409,19,319
300209413,LIVE,300
300209417,LIVE,300
300209423,LIVE,300
300209430,LIVE,300
300209440,LIVE,300
300209449,LIVE,300
300209453,LIVE,300
300209456,LIVE,300
300209458,LIVE,300
300209475,LIVE,300
300209485,LIVE,300
300209491,LIVE,300
300209499,LIVE,300
300209504,LIVE,300
300209519,LIVE,300
300209526,LIVE,300
300209532,LIVE,300
300209547,LIVE,300
300209548,LIVE,300
300209565,LIVE,300
300209569,LIVE,300
300209572,LIVE,300
300209597,LIVE,300
300209598,LIVE,300
300209618,LIVE,300
300209620,LIVE,300
300209637,LIVE,300
300209658,LIVE,300
300209667,LIVE,300
300209669,LIVE,300
300209673,LIVE,300
300209691,LIVE,300
300209695,LIVE,300
300209698,LIVE,300
300209701,LIVE,300
300209703,LIVE,300
318209703,18,318
300209703,LIVE,300
318209703,18,318
300209711,LIVE,300
300209724,LIVE,300
300209729,LIVE,300
300209744,LIVE,300
300209761,LIVE,300
300209780,LIVE,300
300209781,LIVE,300
300209782,LIVE,300
300209816,LIVE,300
300209818,LIVE,300
300209828,LIVE,300
300209840,LIVE,300
300209846,LIVE,300
300209852,LIVE,300
300209886,LIVE,300
300209888,LIVE,300
300209889,LIVE,300
300209895,LIVE,300
300209935,LIVE,300
300209937,LIVE,300
300209957,LIVE,300
300209960,LIVE,300
300209981,LIVE,300
300209987,LIVE,300
300209989,LIVE,300
300209997,LIVE,300
300210000,LIVE,300
300210004,LIVE,300
300210006,LIVE,300
300210007,LIVE,300
300210008,LIVE,300
300210019,LIVE,300
320210019,20,320
300210019,LIVE,300
320210019,20,320
300210020,LIVE,300
300210021,LIVE,300
300210028,LIVE,300
300210029,LIVE,300
300210035,LIVE,300
300210042,LIVE,300
300210044,LIVE,300
300210046,LIVE,300
300210047,LIVE,300
300210108,LIVE,300
300210111,LIVE,300
300210129,LIVE,300
300210134,LIVE,300
300210136,LIVE,300
300210140,LIVE,300
300210149,LIVE,300
300210182,LIVE,300
300210206,LIVE,300
300210214,LIVE,300
300210216,LIVE,300
300210217,LIVE,300
300210241,LIVE,300
300210243,LIVE,300
300210244,LIVE,300
300210257,LIVE,300
300210263,LIVE,300
300210282,LIVE,300
300210296,LIVE,300
300210303,LIVE,300
300210304,LIVE,300
300210313,LIVE,300
300210315,LIVE,300
300210321,LIVE,300
300210324,LIVE,300
300210341,LIVE,300
300210352,LIVE,300
300210354,LIVE,300
300210358,LIVE,300
300210361,LIVE,300
300210366,LIVE,300
300210367,LIVE,300
300210368,LIVE,300
300210372,LIVE,300
300210381,LIVE,300
300210384,LIVE,300
300210385,LIVE,300
300210386,LIVE,300
300210389,LIVE,300
300210406,LIVE,300
300210411,LIVE,300
300210413,LIVE,300
300210416,LIVE,300
300210422,LIVE,300
300210423,LIVE,300
300210427,LIVE,300
300210439,LIVE,300
300210441,LIVE,300
300210450,LIVE,300
300210455,LIVE,300
300210474,LIVE,300
300210475,LIVE,300
300210477,LIVE,300
300210482,LIVE,300
300210489,LIVE,300
300210492,LIVE,300
300210495,LIVE,300
300210498,LIVE,300
300210513,LIVE,300
300210514,LIVE,300
300210521,LIVE,300
300210537,LIVE,300
300210538,LIVE,300
300210544,LIVE,300
300210548,LIVE,300
300210556,LIVE,300
300210570,LIVE,300
300210596,LIVE,300
300210602,LIVE,300
300210603,LIVE,300
300210615,LIVE,300
300210617,LIVE,300
300210619,LIVE,300
300210625,LIVE,300
300210635,LIVE,300
300210644,LIVE,300
300210646,LIVE,300
300210648,LIVE,300
300210665,LIVE,300
300210671,LIVE,300
300210676,LIVE,300
300210679,LIVE,300
300210688,LIVE,300
300210691,LIVE,300
319210691,19,319
300210691,LIVE,300
319210691,19,319
300210697,LIVE,300
300210698,LIVE,300
300210700,LIVE,300
300210713,LIVE,300
300210715,LIVE,300
300210719,LIVE,300
300210722,LIVE,300
300210723,LIVE,300
300210724,LIVE,300
300210726,LIVE,300
300210736,LIVE,300
300210739,LIVE,300
300210742,LIVE,300
300210761,LIVE,300
300210772,LIVE,300
300210785,LIVE,300
300210786,LIVE,300
300210790,LIVE,300
300210792,LIVE,300
300210795,LIVE,300
300210798,LIVE,300
300210804,LIVE,300
300210812,LIVE,300
300210814,LIVE,300
300210820,LIVE,300
300210828,LIVE,300
300210831,LIVE,300
300210832,LIVE,300
300210833,LIVE,300
300210843,LIVE,300
300210859,LIVE,300
300210864,LIVE,300
300210868,LIVE,300
300210881,LIVE,300
300210896,LIVE,300
300210897,LIVE,300
300210898,LIVE,300
300210901,LIVE,300
300210917,LIVE,300
300210923,LIVE,300
300210924,LIVE,300
300210926,LIVE,300
300210930,LIVE,300
300210935,LIVE,300
300210940,LIVE,300
300210941,LIVE,300
300210942,LIVE,300
319210942,19,319
300210942,LIVE,300
319210942,19,319
300210964,LIVE,300
300210972,LIVE,300
300210981,LIVE,300
300210985,LIVE,300
300210986,LIVE,300
300210987,LIVE,300
300210999,LIVE,300
300211004,LIVE,300
300211005,LIVE,300
300211009,LIVE,300
300211021,LIVE,300
300211022,LIVE,300
300211037,LIVE,300
300211057,LIVE,300
300211061,LIVE,300
300211067,LIVE,300
300211089,LIVE,300
300211093,LIVE,300
300211095,LIVE,300
300211096,LIVE,300
300211098,LIVE,300
300211101,LIVE,300
300211107,LIVE,300
300211110,LIVE,300
300211117,LIVE,300
300211119,LIVE,300
300211141,LIVE,300
300211144,LIVE,300
300211147,LIVE,300
300211152,LIVE,300
300211166,LIVE,300
300211173,LIVE,300
300211177,LIVE,300
300211203,LIVE,300
300211204,LIVE,300
300211211,LIVE,300
300211214,LIVE,300
300211221,LIVE,300
300211227,LIVE,300
300211237,LIVE,300
300211239,LIVE,300
300211240,LIVE,300
300211241,LIVE,300
300211243,LIVE,300
300211245,LIVE,300
300211250,LIVE,300
300211256,LIVE,300
300211263,LIVE,300
300211264,LIVE,300
300211267,LIVE,300
300211269,LIVE,300
300211270,LIVE,300
300211272,LIVE,300
300211292,LIVE,300
300211299,LIVE,300
300211300,LIVE,300
300211302,LIVE,300
300211315,LIVE,300
300211320,LIVE,300
300211321,LIVE,300
300211348,LIVE,300
300211354,LIVE,300
300211358,LIVE,300
300211361,LIVE,300
300211362,LIVE,300
300211363,LIVE,300
300211368,LIVE,300
300211378,LIVE,300
300211381,LIVE,300
300211382,LIVE,300
300211384,LIVE,300
300211385,LIVE,300
300211388,LIVE,300
300211394,LIVE,300
300211395,LIVE,300
300211398,LIVE,300
300211408,LIVE,300
300211484,LIVE,300
300211489,LIVE,300
300211504,LIVE,300
300211506,LIVE,300
300211512,LIVE,300
300211513,LIVE,300
300211515,LIVE,300
300211516,LIVE,300
300211522,LIVE,300
300211527,LIVE,300
300211536,LIVE,300
300211537,LIVE,300
300211565,LIVE,300
300211567,LIVE,300
300211575,LIVE,300
300211581,LIVE,300
300211591,LIVE,300
300211594,LIVE,300
300211595,LIVE,300
300211604,LIVE,300
300211607,LIVE,300
300211608,LIVE,300
300211622,LIVE,300
318211622,18,318
300211622,LIVE,300
318211622,18,318
300211626,LIVE,300
300211635,LIVE,300
300211645,LIVE,300
319211645,19,319
300211645,LIVE,300
319211645,19,319
300211667,LIVE,300
300211671,LIVE,300
300211672,LIVE,300
300211688,LIVE,300
300211703,LIVE,300
300211707,LIVE,300
300211723,LIVE,300
300211736,LIVE,300
300211738,LIVE,300
300211739,LIVE,300
300211745,LIVE,300
300211746,LIVE,300
300211748,LIVE,300
300211777,LIVE,300
320211777,20,320
300211777,LIVE,300
320211777,20,320
300211784,LIVE,300
300211785,LIVE,300
300211786,LIVE,300
300211791,LIVE,300
300211793,LIVE,300
300211812,LIVE,300
300211817,LIVE,300
300211818,LIVE,300
300211825,LIVE,300
300211826,LIVE,300
300211827,LIVE,300
300211833,LIVE,300
300211844,LIVE,300
300211846,LIVE,300
300211848,LIVE,300
300211850,LIVE,300
300211856,LIVE,300
300211862,LIVE,300
300211870,LIVE,300
300211872,LIVE,300
300211879,LIVE,300
300211881,LIVE,300
300211888,LIVE,300
300211891,LIVE,300
300211899,LIVE,300
300211907,LIVE,300
300211908,LIVE,300
300211917,LIVE,300
300211927,LIVE,300
300211928,LIVE,300
300211946,LIVE,300
300211952,LIVE,300
300211954,LIVE,300
300211955,LIVE,300
300211966,LIVE,300
300211978,LIVE,300
300211982,LIVE,300
300211987,LIVE,300
300211990,LIVE,300
300211999,LIVE,300
300212002,LIVE,300
300212006,LIVE,300
319212006,19,319
300212006,LIVE,300
319212006,19,319
300212013,LIVE,300
300212018,LIVE,300
300212035,LIVE,300
300212038,LIVE,300
300212039,LIVE,300
300212040,LIVE,300
300212041,LIVE,300
300212045,LIVE,300
300212065,LIVE,300
300212066,LIVE,300
300212069,LIVE,300
300212075,LIVE,300
300212096,LIVE,300
300212099,LIVE,300
300212100,LIVE,300
300212106,LIVE,300
300212114,LIVE,300
300212118,LIVE,300
300212120,LIVE,300
300212121,LIVE,300
300212125,LIVE,300
300212127,LIVE,300
300212129,LIVE,300
300212137,LIVE,300
300212138,LIVE,300
300212140,LIVE,300
319212140,19,319
300212140,LIVE,300
319212140,19,319
300212146,LIVE,300
300212150,LIVE,300
300212151,LIVE,300
300212152,LIVE,300
300212153,LIVE,300
300212156,LIVE,300
300212170,LIVE,300
300212174,LIVE,300
300212187,LIVE,300
300212188,LIVE,300
300212190,LIVE,300
300212192,LIVE,300
300212194,LIVE,300
300212196,LIVE,300
300212197,LIVE,300
300212198,LIVE,300
300212204,LIVE,300
300212205,LIVE,300
300212210,LIVE,300
300212212,LIVE,300
300212213,LIVE,300
300212214,LIVE,300
300212218,LIVE,300
300212219,LIVE,300
300212223,LIVE,300
300212225,LIVE,300
300212228,LIVE,300
300212230,LIVE,300
300212231,LIVE,300
300212232,LIVE,300
300212237,LIVE,300
300212240,LIVE,300
300212242,LIVE,300
300212244,LIVE,300
300212245,LIVE,300
300212248,LIVE,300
300212249,LIVE,300
300212261,LIVE,300
300212267,LIVE,300
300212269,LIVE,300
300212273,LIVE,300
300212282,LIVE,300
300212287,LIVE,300
300212300,LIVE,300
300212319,LIVE,300
300212321,LIVE,300
300212346,LIVE,300
300212347,LIVE,300
300212350,LIVE,300
300212366,LIVE,300
300212367,LIVE,300
300212382,LIVE,300
300212392,LIVE,300
300212398,LIVE,300
300212401,LIVE,300
300212404,LIVE,300
300212406,LIVE,300
300212417,LIVE,300
300212418,LIVE,300
300212419,LIVE,300
300212420,LIVE,300
300212424,LIVE,300
300212432,LIVE,300
300212435,LIVE,300
300212438,LIVE,300
300212442,LIVE,300
300212446,LIVE,300
300212450,LIVE,300
300212453,LIVE,300
300212454,LIVE,300
300212462,LIVE,300
300212474,LIVE,300
300212476,LIVE,300
300212478,LIVE,300
300212481,LIVE,300
300212483,LIVE,300
300212487,LIVE,300
300212491,LIVE,300
300212493,LIVE,300
300212501,LIVE,300
300212511,LIVE,300
300212513,LIVE,300
300212516,LIVE,300
300212523,LIVE,300
300212535,LIVE,300
300212540,LIVE,300
300212541,LIVE,300
300212560,LIVE,300
300212574,LIVE,300
300212591,LIVE,300
300212592,LIVE,300
300212602,LIVE,300
300212607,LIVE,300
300212613,LIVE,300
300212616,LIVE,300
300212622,LIVE,300
300212625,LIVE,300
300212626,LIVE,300
300212644,LIVE,300
300212678,LIVE,300
300212680,LIVE,300
300212682,LIVE,300
300212683,LIVE,300
300212692,LIVE,300
300212710,LIVE,300
300212714,LIVE,300
319212714,19,319
300212714,LIVE,300
319212714,19,319
300212715,LIVE,300
300212719,LIVE,300
300212722,LIVE,300
300212735,LIVE,300
300212747,LIVE,300
300212750,LIVE,300
300212755,LIVE,300
300212756,LIVE,300
300212759,LIVE,300
300212772,LIVE,300
300212776,LIVE,300
300212782,LIVE,300
300212790,LIVE,300
300212791,LIVE,300
300212792,LIVE,300
300212799,LIVE,300
320212799,20,320
300212799,LIVE,300
320212799,20,320
300212803,LIVE,300
300212805,LIVE,300
300212811,LIVE,300
300212814,LIVE,300
300212816,LIVE,300
300212817,LIVE,300
300212818,LIVE,300
300212830,LIVE,300
300212831,LIVE,300
300212879,LIVE,300
300212883,LIVE,300
300212886,LIVE,300
300212889,LIVE,300
319212889,19,319
300212889,LIVE,300
319212889,19,319
300212911,LIVE,300
300212912,LIVE,300
300212915,LIVE,300
300212923,LIVE,300
300212933,LIVE,300
300212938,LIVE,300
300212939,LIVE,300
300212940,LIVE,300
300212947,LIVE,300
300212964,LIVE,300
300212971,LIVE,300
300212977,LIVE,300
300212988,LIVE,300
300212989,LIVE,300
300212990,LIVE,300
300212992,LIVE,300
300212994,LIVE,300
300212997,LIVE,300
300213000,LIVE,300
300213001,LIVE,300
300213007,LIVE,300
300213010,LIVE,300
300213017,LIVE,300
300213030,LIVE,300
300213051,LIVE,300
300213063,LIVE,300
300213064,LIVE,300
300213076,LIVE,300
300213092,LIVE,300
300213093,LIVE,300
300213094,LIVE,300
300213095,LIVE,300
300213097,LIVE,300
300213117,LIVE,300
300213120,LIVE,300
300213127,LIVE,300
300213134,LIVE,300
300213135,LIVE,300
300213147,LIVE,300
300213150,LIVE,300
300213152,LIVE,300
300213170,LIVE,300
300213172,LIVE,300
300213181,LIVE,300
300213189,LIVE,300
300213206,LIVE,300
300213209,LIVE,300
300213242,LIVE,300
300213271,LIVE,300
300213272,LIVE,300
300213280,LIVE,300
300213281,LIVE,300
300213283,LIVE,300
300213296,LIVE,300
300213301,LIVE,300
300213302,LIVE,300
300213305,LIVE,300
300213313,LIVE,300
300213315,LIVE,300
300213316,LIVE,300
300213317,LIVE,300
300213321,LIVE,300
300213323,LIVE,300
300213328,LIVE,300
300213331,LIVE,300
300213338,LIVE,300
300213345,LIVE,300
300213348,LIVE,300
300213367,LIVE,300
300213374,LIVE,300
320213374,20,320
300213374,LIVE,300
320213374,20,320
300213375,LIVE,300
300213377,LIVE,300
300213379,LIVE,300
300213388,LIVE,300
300213404,LIVE,300
300213407,LIVE,300
300213414,LIVE,300
300213418,LIVE,300
300213428,LIVE,300
300213432,LIVE,300
300213433,LIVE,300
300213439,LIVE,300
300213449,LIVE,300
300213471,LIVE,300
300213482,LIVE,300
320213482,20,320
300213482,LIVE,300
320213482,20,320
300213488,LIVE,300
300213498,LIVE,300
300213516,LIVE,300
300213519,LIVE,300
300213530,LIVE,300
300213536,LIVE,300
300213565,LIVE,300
300213570,LIVE,300
300213573,LIVE,300
300213577,LIVE,300
300213582,LIVE,300
300213588,LIVE,300
300213612,LIVE,300
300213613,LIVE,300
300213614,LIVE,300
300213615,LIVE,300
300213620,LIVE,300
300213634,LIVE,300
300213644,LIVE,300
300213648,LIVE,300
300213653,LIVE,300
300213654,LIVE,300
300213655,LIVE,300
300213659,LIVE,300
300213661,LIVE,300
300213666,LIVE,300
300213667,LIVE,300
300213678,LIVE,300
300213685,LIVE,300
300213686,LIVE,300
300213689,LIVE,300
300213693,LIVE,300
300213694,LIVE,300
300213695,LIVE,300
300213697,LIVE,300
300213699,LIVE,300
300213719,LIVE,300
300213725,LIVE,300
300213729,LIVE,300
300213746,LIVE,300
300213750,LIVE,300
300213763,LIVE,300
300213777,LIVE,300
300213778,LIVE,300
300213795,LIVE,300
300213798,LIVE,300
300213813,LIVE,300
300213814,LIVE,300
300213815,LIVE,300
300213835,LIVE,300
300213839,LIVE,300
300213841,LIVE,300
300213855,LIVE,300
300213864,LIVE,300
300213868,LIVE,300
300213869,LIVE,300
300213874,LIVE,300
300213878,LIVE,300
300213884,LIVE,300
300213889,LIVE,300
300213893,LIVE,300
300213899,LIVE,300
300213901,LIVE,300
300213905,LIVE,300
300213917,LIVE,300
300213928,LIVE,300
300213933,LIVE,300
300213937,LIVE,300
300213938,LIVE,300
300213948,LIVE,300
300213949,LIVE,300
300213951,LIVE,300
300213955,LIVE,300
300213956,LIVE,300
300213959,LIVE,300
300213991,LIVE,300
300213993,LIVE,300
300214000,LIVE,300
300214006,LIVE,300
300214009,LIVE,300
300214026,LIVE,300
300214040,LIVE,300
300214047,LIVE,300
300214088,LIVE,300
300214092,LIVE,300
300214096,LIVE,300
300214097,LIVE,300
300214132,LIVE,300
300214226,LIVE,300
300214250,LIVE,300
300214313,LIVE,300
300214354,LIVE,300
300214369,LIVE,300
300214384,LIVE,300
318214384,18,318
300214384,LIVE,300
318214384,18,318
300214393,LIVE,300
300214434,LIVE,300
300214436,LIVE,300
300214525,LIVE,300
300214584,LIVE,300
300214594,LIVE,300
300214605,LIVE,300
300214606,LIVE,300
300214615,LIVE,300
300214622,LIVE,300
300214634,LIVE,300
300214641,LIVE,300
300214650,LIVE,300
300214658,LIVE,300
300214660,LIVE,300
300214662,LIVE,300
300214665,LIVE,300
300214666,LIVE,300
300214673,LIVE,300
300214679,LIVE,300
320214679,20,320
300214679,LIVE,300
320214679,20,320
300214680,LIVE,300
300214682,LIVE,300
300214692,LIVE,300
300214718,LIVE,300
300214763,LIVE,300
300214769,LIVE,300
300214770,LIVE,300
300214772,LIVE,300
300214774,LIVE,300
300214777,LIVE,300
300214779,LIVE,300
300214817,LIVE,300
300214862,LIVE,300
300214876,LIVE,300
300214877,LIVE,300
300214882,LIVE,300
300214884,LIVE,300
300214896,LIVE,300
300214906,LIVE,300
300214923,LIVE,300
300214933,LIVE,300
300214937,LIVE,300
300214940,LIVE,300
300214942,LIVE,300
300214944,LIVE,300
300214947,LIVE,300
300214948,LIVE,300
300214955,LIVE,300
300214965,LIVE,300
300214969,LIVE,300
300214971,LIVE,300
300214973,LIVE,300
300214979,LIVE,300
300214983,LIVE,300
300214988,LIVE,300
300214990,LIVE,300
300214991,LIVE,300
300214997,LIVE,300
300214998,LIVE,300
300215015,LIVE,300
300215018,LIVE,300
300215026,LIVE,300
300215049,LIVE,300
300215050,LIVE,300
300215052,LIVE,300
300215057,LIVE,300
300215061,LIVE,300
300215069,LIVE,300
300215070,LIVE,300
300215071,LIVE,300
300215079,LIVE,300
300215081,LIVE,300
300215083,LIVE,300
300215089,LIVE,300
300215097,LIVE,300
300215108,LIVE,300
300215112,LIVE,300
300215119,LIVE,300
300215123,LIVE,300
300215132,LIVE,300
300215135,LIVE,300
300215139,LIVE,300
320215139,20,320
300215139,LIVE,300
320215139,20,320
300215144,LIVE,300
300215147,LIVE,300
300215148,LIVE,300
300215155,LIVE,300
300215160,LIVE,300
300215165,LIVE,300
300215168,LIVE,300
300215177,LIVE,300
300215193,LIVE,300
300215195,LIVE,300
300215196,LIVE,300
300215202,LIVE,300
300215208,LIVE,300
300215213,LIVE,300
300215223,LIVE,300
300215228,LIVE,300
300215234,LIVE,300
300215245,LIVE,300
300215247,LIVE,300
300215250,LIVE,300
300215251,LIVE,300
300215254,LIVE,300
300215259,LIVE,300
300215266,LIVE,300
300215270,LIVE,300
300215285,LIVE,300
300215292,LIVE,300
300215294,LIVE,300
300215301,LIVE,300
300215309,LIVE,300
300215316,LIVE,300
300215322,LIVE,300
300215323,LIVE,300
300215328,LIVE,300
300215330,LIVE,300
300215331,LIVE,300
300215332,LIVE,300
300215333,LIVE,300
300215336,LIVE,300
300215343,LIVE,300
300215353,LIVE,300
300215358,LIVE,300
300215361,LIVE,300
300215363,LIVE,300
300215368,LIVE,300
300215370,LIVE,300
300215374,LIVE,300
300215376,LIVE,300
300215383,LIVE,300
300215404,LIVE,300
319215404,19,319
300215404,LIVE,300
319215404,19,319
300215408,LIVE,300
300215410,LIVE,300
300215412,LIVE,300
300215417,LIVE,300
300215425,LIVE,300
300215433,LIVE,300
300215437,LIVE,300
300215441,LIVE,300
300215449,LIVE,300
300215455,LIVE,300
300215459,LIVE,300
300215466,LIVE,300
300215480,LIVE,300
300215487,LIVE,300
300215502,LIVE,300
300215522,LIVE,300
300215531,LIVE,300
300215540,LIVE,300
300215553,LIVE,300
300215556,LIVE,300
300215562,LIVE,300
300215565,LIVE,300
300215569,LIVE,300
300215570,LIVE,300
300215574,LIVE,300
300215581,LIVE,300
300215590,LIVE,300
300215604,LIVE,300
300215638,LIVE,300
300215639,LIVE,300
300215650,LIVE,300
300215657,LIVE,300
300215660,LIVE,300
300215665,LIVE,300
300215684,LIVE,300
300215686,LIVE,300
300215689,LIVE,300
300215693,LIVE,300
300215698,LIVE,300
300215699,LIVE,300
300215700,LIVE,300
300215703,LIVE,300
300215708,LIVE,300
300215716,LIVE,300
300215725,LIVE,300
300215755,LIVE,300
300215760,LIVE,300
300215777,LIVE,300
300215786,LIVE,300
300215798,LIVE,300
300215817,LIVE,300
300215818,LIVE,300
300215820,LIVE,300
300215823,LIVE,300
300215855,LIVE,300
300215871,LIVE,300
300215886,LIVE,300
300215914,LIVE,300
300215927,LIVE,300
300215940,LIVE,300
300215970,LIVE,300
300215985,LIVE,300
300215993,LIVE,300
300215995,LIVE,300
300216003,LIVE,300
300216019,LIVE,300
300216033,LIVE,300
300216036,LIVE,300
300216065,LIVE,300
300216072,LIVE,300
300216105,LIVE,300
300216114,LIVE,300
300216134,LIVE,300
300216145,LIVE,300
300216150,LIVE,300
300216154,LIVE,300
300216155,LIVE,300
300216158,LIVE,300
300216175,LIVE,300
300216182,LIVE,300
300216183,LIVE,300
300216184,LIVE,300
300216189,LIVE,300
300216193,LIVE,300
300216194,LIVE,300
300216199,LIVE,300
300216201,LIVE,300
300216218,LIVE,300
300216229,LIVE,300
300216232,LIVE,300
300216247,LIVE,300
300216255,LIVE,300
300216258,LIVE,300
300216260,LIVE,300
300216265,LIVE,300
300216266,LIVE,300
300216267,LIVE,300
300216268,LIVE,300
300216270,LIVE,300
300216271,LIVE,300
300216275,LIVE,300
300216281,LIVE,300
300216282,LIVE,300
300216283,LIVE,300
300216284,LIVE,300
300216286,LIVE,300
300216288,LIVE,300
300216289,LIVE,300
300216295,LIVE,300
300216299,LIVE,300
300216320,LIVE,300
300216322,LIVE,300
300216325,LIVE,300
300216334,LIVE,300
300216336,LIVE,300
300216346,LIVE,300
300216348,LIVE,300
300216350,LIVE,300
300216351,LIVE,300
300216352,LIVE,300
300216353,LIVE,300
300216354,LIVE,300
300216376,LIVE,300
300216377,LIVE,300
300216380,LIVE,300
300216381,LIVE,300
300216388,LIVE,300
300216393,LIVE,300
300216409,LIVE,300
300216411,LIVE,300
300216416,LIVE,300
300216433,LIVE,300
300216435,LIVE,300
300216447,LIVE,300
300216451,LIVE,300
300216452,LIVE,300
300216453,LIVE,300
300216460,LIVE,300
300216463,LIVE,300
300216464,LIVE,300
300216466,LIVE,300
300216467,LIVE,300
300216475,LIVE,300
300216476,LIVE,300
300216479,LIVE,300
300216481,LIVE,300
300216483,LIVE,300
300216497,LIVE,300
300216503,LIVE,300
319216503,19,319
300216503,LIVE,300
319216503,19,319
300216508,LIVE,300
300216518,LIVE,300
300216523,LIVE,300
300216526,LIVE,300
300216547,LIVE,300
300216549,LIVE,300
300216580,LIVE,300
300216594,LIVE,300
300216605,LIVE,300
300216627,LIVE,300
300216643,LIVE,300
300216647,LIVE,300
300216682,LIVE,300
300216692,LIVE,300
300216699,LIVE,300
300216709,LIVE,300
300216712,LIVE,300
300216730,LIVE,300
300216736,LIVE,300
300216742,LIVE,300
300216749,LIVE,300
300216750,LIVE,300
300216774,LIVE,300
300216790,LIVE,300
300216793,LIVE,300
300216794,LIVE,300
300216795,LIVE,300
300216802,LIVE,300
300216813,LIVE,300
300216814,LIVE,300
300216815,LIVE,300
300216816,LIVE,300
300216820,LIVE,300
300216823,LIVE,300
300216833,LIVE,300
300216834,LIVE,300
300216860,LIVE,300
300216939,LIVE,300
300217007,LIVE,300
300217021,LIVE,300
300217036,LIVE,300
300217047,LIVE,300
300217096,LIVE,300
300217202,LIVE,300
300217217,LIVE,300
300217235,LIVE,300
300217242,LIVE,300
300217287,LIVE,300
300217391,LIVE,300
300217546,LIVE,300
300217565,LIVE,300
300217585,LIVE,300
300217605,LIVE,300
300217606,LIVE,300
300217648,LIVE,300
300217699,LIVE,300
300217714,LIVE,300
300217731,LIVE,300
300217758,LIVE,300
300217821,LIVE,300
300217826,LIVE,300
300217841,LIVE,300
300217845,LIVE,300
300217852,LIVE,300
300217870,LIVE,300
300217877,LIVE,300
300217940,LIVE,300
300217992,LIVE,300
300217998,LIVE,300
300218066,LIVE,300
300218154,LIVE,300
300218212,LIVE,300
300218243,LIVE,300
300218298,LIVE,300
300218311,LIVE,300
300218339,LIVE,300
300218341,LIVE,300
300218343,LIVE,300
300218345,LIVE,300
300218353,LIVE,300
300218359,LIVE,300
300218534,LIVE,300
300218576,LIVE,300
300218585,LIVE,300
300218593,LIVE,300
