pk,price
265211575,"40,800,000 "
265212153,"92,200,000 "
265213135,"24,900,000 "
265213345,"167,000,000 "
265215333,"1,690,000,000 "
265215502,"19,000,000 "
265215689,"82,600,000 "
265216352,"181,000,000 "
265216393,"117,000,000 "
265216409,"81,700,000 "
265220018,"91,000,000 "
265220477,"68,300,000 "
265220651,"41,800,000 "
265221342,"21,400,000 "
265222509,"75,200,000 "
265222665,"180,000,000 "
265223197,"178,000,000 "
265223273,"43,800,000 "
265224158,"86,300,000 "
265224232,"90,300,000 "
265224411,"176,000,000 "
265224425,"122,000,000 "
265225116,"45,700,000 "
265225193,"20,600,000 "
265225439,"122,000,000 "
265226161,"184,000,000 "
265226226,"152,000,000 "
265226710,"27,500,000 "
265227055,"28,000,000 "
265228413,"47,300,000 "
265230938,"121,000,000 "
265231410,"33,000,000 "
265231416,"56,000,000 "
265231628,"126,000,000 "
265231747,"1,760,000,000 "
265232099,"176,000,000 "
265232432,"22,500,000 "
265232488,"291,000,000 "
265232656,"120,000,000 "
273232656,"120,000,000 "
265232656,"383,000,000 "
273232656,"383,000,000 "
265232756,"2,030,000,000 "
265233306,"131,000,000 "
265234102,"66,000,000 "
265234236,"115,000,000 "
265235212,"1,690,000,000 "
265235569,"295,000,000 "
265235805,"281,000,000 "
265235813,"133,000,000 "
265235842,"8,570,000 "
265236295,"66,200,000 "
265236311,"14,300,000 "
265236498,"76,400,000 "
265236610,"119,000,000 "
265236786,"19,400,000 "
265236792,"94,500,000 "
265237383,"14,300,000 "
265237681,"40,700,000 "
265237942,"290,000,000 "
265238160,"75,700,000 "
265238216,"115,000,000 "
265239231,"125,000,000 "
265239335,"43,500,000 "
265239613,"84,100,000 "
265242000,"23,000,000 "
265242374,"75,500,000 "
265243237,"27,600,000 "
265243576,"91,000,000 "
265243715,"43,600,000 "
265244263,"41,600,000 "
265245279,"129,000,000 "
265246785,"71,600,000 "
265247257,"87,500,000 "
265247394,"7,550,000,000 "
265253444,"34,400,000 "
265258683,"15,000,000 "
267020801,"104,000,000,000 "
267146536,"333,000,000 "
267158023,"3,420,000,000 "
267158625,"178,000,000 "
267162328,"207,000,000 "
267162835,"329,000,000 "
267165153,"7,300,000,000 "
267167495,"1,950,000,000 "
267173030,"1,140,000,000 "
267177003,"1,070,000,000 "
267177388,"3,400,000,000 "
267178086,"249,000,000 "
267182212,"1,100,000,000 "
267188350,"2,500,000,000 "
267188545,"21,500,000,000 "
267189575,"1,690,000,000 "
267189596,"5,060,000,000 "
267190286,"1,050,000,000 "
267190871,"4,440,000,000 "
267192119,"1,150,000,000 "
272192119,"1,150,000,000 "
267192119,"1,150,000,000 "
272192119,"1,150,000,000 "
267192366,"1,100,000,000 "
267192387,"5,220,000,000 "
267192629,"1,950,000,000 "
267192985,"6,710,000,000 "
267193082,"2,070,000,000 "
267197061,"1,690,000,000 "
267197445,"446,000,000 "
267197655,"1,040,000,000 "
267197891,"1,100,000,000 "
267198219,"1,990,000,000 "
267198950,"1,040,000,000 "
267199339,"191,000,000 "
267199434,"1,850,000,000 "
267199451,"2,020,000,000 "
267199813,"291,000,000 "
267199833,"251,000,000 "
267200104,"82,100,000,000 "
267201024,"930,000,000 "
267202126,"35,900,000,000 "
272202126,"35,900,000,000 "
267202126,"12,300,000,000 "
272202126,"12,300,000,000 "
267202848,"2,240,000,000 "
267203376,"3,870,000,000 "
267204485,"1,750,000,000 "
267205686,"1,770,000,000 "
267205693,"1,600,000,000 "
267207865,"1,910,000,000 "
267208128,"3,660,000,000 "
267208574,"1,140,000,000 "
267208722,"4,340,000,000 "
267209331,"7,000,000,000 "
267209519,"1,830,000,000 "
267209846,"291,000,000 "
267210035,"1,110,000,000 "
267210315,"2,450,000,000 "
267210411,"2,130,000,000 "
267210514,"3,950,000,000 "
267210935,"3,650,000,000 "
267211110,"2,270,000,000 "
267212096,"819,000,000 "
267212190,"476,000,000 "
267212198,"1,800,000,000 "
267212230,"330,000,000 "
267212622,"3,700,000,000 "
267212831,"2,090,000,000 "
267213516,"1,960,000,000 "
267214047,"1,010,000,000 "
267214097,"3,640,000,000 "
267215223,"330,000,000 "
267215316,"332,000,000 "
267215698,"1,100,000,000 "
267216320,"1,280,000,000 "
267216352,"1,780,000,000 "
267216547,"1,840,000,000 "
267216594,"1,780,000,000 "
267217870,"946,000,000 "
267218667,"1,900,000,000 "
267219733,"1,210,000,000 "
267219789,"1,120,000,000 "
267222028,"322,000,000 "
267223848,"2,660,000,000 "
267224232,"1,730,000,000 "
267224334,"380,000,000 "
267224371,"3,480,000,000 "
267224458,"3,750,000,000 "
267225863,"323,000,000 "
267228251,"1,870,000,000 "
267229188,"176,000,000 "
267229764,"192,000,000 "
267231281,"3,920,000,000 "
267231478,"1,950,000,000 "
267231652,"375,000,000 "
267231691,"202,000,000 "
267231747,"10,400,000,000 "
267231836,"1,160,000,000 "
267231866,"3,520,000,000 "
267231913,"203,000,000 "
267232363,"375,000,000 "
267232411,"5,790,000,000 "
267232656,"3,000,000,000 "
267233486,"1,090,000,000 "
267233500,"1,160,000,000 "
267233927,"2,550,000,000 "
267233934,"707,000,000 "
267234153,"438,000,000 "
267234236,"3,270,000,000 "
267234378,"1,920,000,000 "
267234396,"401,000,000 "
267235173,"1,170,000,000 "
267235210,"1,230,000,000 "
267236276,"269,000,000 "
270236276,"269,000,000 "
267236276,"310,000,000 "
270236276,"310,000,000 "
267236401,"337,000,000 "
267236403,"1,250,000,000 "
267236496,"338,000,000 "
267236572,"193,000,000 "
267236703,"1,350,000,000 "
267236786,"3,600,000,000 "
267237692,"4,110,000,000 "
267238216,"1,100,000,000 "
267238756,"143,000,000 "
267238794,"8,500,000,000 "
267239085,"22,000,000,000 "
267239093,"1,000,000,000 "
267239301,"424,000,000 "
267239580,"2,970,000,000 "
267239818,"2,200,000,000 "
267240130,"3,450,000,000 "
267240690,"286,000,000 "
267241096,"1,300,000,000 "
267241486,"596,000,000 "
267241509,"206,000,000 "
267241637,"1,810,000,000 "
267241721,"2,340,000,000 "
267241788,"1,960,000,000 "
267241852,"1,400,000,000 "
267242444,"322,000,000 "
267242516,"1,260,000,000 "
267243245,"1,070,000,000 "
267243576,"294,000,000 "
267243715,"1,100,000,000 "
267244020,"372,000,000 "
267244261,"370,000,000 "
267246104,"1,010,000,000 "
267246430,"3,210,000,000 "
267246669,"3,670,000,000 "
267247138,"254,000,000 "
267247819,"4,110,000,000 "
267251517,"1,590,000,000 "
267251805,"311,000,000 "
267251854,"419,000,000 "
267252145,"487,000,000 "
267252371,"1,090,000,000 "
267253072,"2,320,000,000 "
267253109,"1,000,000,000 "
267253124,"289,000,000 "
267253149,"546,000,000 "
267253163,"295,000,000 "
267255253,"1,650,000,000 "
267255475,"778,000,000 "
267256612,"258,000,000 "
267256630,"3,340,000,000 "
267256958,"1,070,000,000 "
267262429,"312,000,000 "
268000027,"1,780,000,000 "
268000051,"2,290,000,000 "
268000195,"103,000,000 "
268000240,"715,000,000 "
268000241,"1,090,000,000 "
268000246,"1,840,000,000 "
268000250,"39,400,000,000 "
268000393,"223,000,000 "
268001040,"1,940,000,000 "
268001041,"1,100,000,000 "
268001075,"2,370,000,000 "
268001088,"2,020,000,000 "
268001109,"2,310,000,000 "
268001114,"2,390,000,000 "
268001116,"1,760,000,000 "
268001183,"2,350,000,000 "
268001198,"704,000,000 "
268001201,"9,550,000,000 "
268001256,"1,700,000,000 "
268001397,"4,510,000,000 "
268001419,"1,520,000,000 "
268001605,"893,000,000 "
268001620,"940,000,000 "
268001625,"8,500,000,000 "
268001668,"1,880,000,000 "
268003647,"3,250,000,000 "
268004000,"2,390,000,000 "
272004000,"2,390,000,000 "
268004000,"2,420,000,000 "
272004000,"2,420,000,000 "
268004202,"965,000,000 "
268004231,"2,440,000,000 "
268005003,"1,930,000,000 "
268005419,"1,000,000,000 "
268005467,"353,000,000 "
268005471,"2,340,000,000 "
268005479,"1,730,000,000 "
268005589,"2,280,000,000 "
268005661,"299,000,000 "
268005680,"1,770,000,000 "
268005740,"771,000,000 "
268005984,"1,770,000,000 "
268006235,"2,510,000,000 "
268006975,"345,000,000 "
268007289,"2,140,000,000 "
268007512,"321,000,000 "
268007518,"1,780,000,000 "
268007763,"2,210,000,000 "
268007826,"2,740,000,000 "
268009676,"2,220,000,000 "
268010264,"2,250,000,000 "
268010535,"2,390,000,000 "
268011141,"388,000,000 "
268013038,"1,010,000,000 "
268013128,"104,000,000,000 "
268013743,"2,960,000,000 "
268028130,"2,430,000,000 "
268031432,"2,470,000,000 "
268034079,"906,000,000 "
268037576,"60,400,000,000 "
268039943,"666,000,000 "
268045661,"2,280,000,000 "
268048940,"1,010,000,000 "
268049369,"18,800,000,000 "
268051539,"970,000,000 "
268053769,"1,140,000,000 "
268054050,"2,350,000,000 "
268121939,"1,840,000,000 "
268121944,"1,050,000,000 "
268138449,"8,630,000,000 "
268140601,"1,660,000,000 "
268150418,"113,000,000 "
268161840,"970,000,000 "
268166120,"297,000,000 "
268166149,"2,210,000,000 "
268166906,"2,400,000,000 "
268167198,"2,450,000,000 "
268167425,"343,000,000 "
268167680,"1,910,000,000 "
268190044,"1,950,000,000 "
268190045,"4,150,000,000 "
268191189,"2,500,000,000 "
268191208,"64,100,000,000 "
268191695,"1,930,000,000 "
268191972,"513,000,000 "
268192181,"2,130,000,000 "
268214098,"1,660,000,000 "
268214100,"46,300,000,000 "
268222481,"940,000,000 "
268226764,"2,400,000,000 "
268242519,"2,350,000,000 "
268247699,"2,400,000,000 "
268247703,"2,210,000,000 "
268248146,"749,000,000 "
268254642,"2,340,000,000 "
268261593,"329,000,000 "
268262271,"832,000,000 "
270181458,"1,050,000,000 "
270183898,"174,000,000 "
270190460,"86,700,000 "
270191202,"72,200,000 "
270192318,"64,500,000 "
270192505,"190,000,000 "
270193105,"41,300,000 "
270195093,"42,600,000 "
270201024,"301,000,000 "
273201024,"301,000,000 "
270201024,"800,000,000 "
273201024,"800,000,000 "
270202652,"301,000,000 "
270205175,"65,300,000 "
270205452,"17,100,000,000 "
270207862,"39,500,000 "
270208722,"654,000,000 "
270210315,"281,000,000 "
270212190,"304,000,000 "
270213135,"37,500,000 "
270213565,"121,000,000 "
270215223,"71,200,000 "
270215330,"122,000,000 "
270216594,"304,000,000 "
270220440,"69,500,000 "
270220502,"196,000,000 "
270221087,"40,900,000 "
270223197,"131,000,000 "
270224081,"118,000,000 "
270224411,"190,000,000 "
270224458,"636,000,000 "
270226627,"65,000,000 "
270226710,"183,000,000 "
270226853,"34,000,000 "
270227236,"91,300,000 "
270227813,"83,400,000 "
270230666,"187,000,000 "
270230918,"95,900,000 "
270230978,"136,000,000 "
270231943,"5,810,000,000 "
270232099,"86,700,000 "
270232293,"325,000,000 "
270232411,"1,500,000,000 "
270232488,"192,000,000 "
270232756,"5,210,000,000 "
270233195,"39,400,000 "
270233267,"35,300,000 "
270233419,"177,000,000 "
270233500,"80,900,000 "
270233848,"72,000,000 "
270233934,"86,300,000 "
270234378,"285,000,000 "
270234577,"69,500,000 "
270235172,"39,600,000 "
270235173,"125,000,000 "
270235243,"176,000,000 "
270235407,"42,800,000 "
270235889,"85,600,000 "
270236401,"296,000,000 "
270236480,"86,000,000 "
270236632,"63,200,000 "
270236703,"327,000,000 "
270236988,"67,400,000 "
270237086,"4,500,000,000 "
270237386,"39,500,000 "
270237679,"67,600,000 "
270238041,"90,600,000 "
270238074,"320,000,000 "
270238216,"85,700,000 "
270238794,"5,050,000,000 "
270239085,"28,500,000,000 "
270239301,"123,000,000 "
270239580,"121,000,000 "
270239881,"40,300,000 "
270240273,"176,000,000 "
270240716,"82,100,000 "
270240947,"39,200,000 "
270241084,"665,000,000 "
270241096,"174,000,000 "
270241159,"39,600,000 "
270241637,"675,000,000 "
270241721,"673,000,000 "
270241852,"616,000,000 "
270242964,"64,000,000 "
270243702,"35,300,000 "
270243812,"299,000,000 "
270244749,"36,800,000 "
270245235,"36,600,000 "
270245992,"69,000,000 "
270246104,"314,000,000 "
270246430,"1,380,000,000 "
270246618,"41,800,000 "
270246763,"34,800,000 "
270246923,"35,000,000 "
270247090,"38,800,000 "
270247361,"36,000,000 "
270247819,"655,000,000 "
270251445,"39,700,000 "
270251517,"181,000,000 "
270251566,"127,000,000 "
270251805,"125,000,000 "
270251852,"195,000,000 "
270252145,"90,900,000 "
270252371,"299,000,000 "
270253072,"1,550,000,000 "
270253124,"182,000,000 "
270253163,"181,000,000 "
270255253,"289,000,000 "
270255654,"85,500,000 "
270256268,"65,800,000 "
270256476,"34,100,000 "
270256630,"323,000,000 "
270256725,"34,800,000 "
270256790,"175,000,000 "
270256958,"175,000,000 "
270257289,"66,100,000 "
270257470,"65,500,000 "
270259377,"50,600,000 "
270259583,"67,500,000 "
270262118,"37,800,000 "
270262138,"66,200,000 "
270263781,"70,600,000 "
270264240,"131,000,000 "
272001040,"1,460,000,000 "
272001075,"115,000,000 "
272001088,"406,000,000 "
272001109,"2,420,000,000 "
272001114,"2,350,000,000 "
272001116,"1,430,000,000 "
272001179,"4,050,000,000 "
272001183,"2,380,000,000 "
272001198,"31,500,000 "
272001201,"133,000,000 "
272001256,"278,000,000 "
272001397,"6,960,000,000 "
272001419,"2,460,000,000 "
272001605,"27,900,000 "
272001620,"1,480,000,000 "
272001625,"1,880,000,000 "
272001668,"1,180,000,000 "
272002147,"1,160,000,000 "
272003622,"1,150,000,000 "
272003647,"2,720,000,000 "
272004202,"899,000,000 "
272004231,"4,000,000,000 "
272004833,"2,350,000,000 "
272005003,"2,310,000,000 "
272005099,"1,440,000,000 "
272005479,"2,340,000,000 "
272005589,"2,330,000,000 "
272005680,"1,140,000,000 "
272005740,"870,000,000 "
272005984,"1,150,000,000 "
272007489,"3,930,000,000 "
272007763,"4,070,000,000 "
272007826,"2,360,000,000 "
272010535,"2,350,000,000 "
272011141,"3,970,000,000 "
272013038,"1,150,000,000 "
272015723,"1,460,000,000 "
272019580,"668,000,000 "
272020801,"4,930,000,000 "
272025924,"843,000,000 "
272028130,"2,370,000,000 "
272032743,"698,000,000 "
272033730,"504,000,000 "
272034666,"838,000,000 "
272037576,"66,500,000,000 "
272039943,"836,000,000 "
272040898,"27,200,000 "
272044786,"836,000,000 "
272049072,"76,200,000,000 "
272049369,"100,000,000 "
272051539,"645,000,000 "
272052241,"253,000,000 "
272053769,"623,000,000 "
272103133,"3,490,000,000 "
272117106,"686,000,000 "
272121939,"3,960,000,000 "
272121944,"1,150,000,000 "
272136285,"1,290,000,000 "
272136299,"205,000,000 "
272136391,"111,000,000 "
272136454,"160,000,000 "
272136600,"384,000,000 "
272136705,"401,000,000 "
272138161,"842,000,000 "
272138449,"96,900,000 "
272140053,"33,600,000,000 "
272140057,"2,690,000,000 "
272142754,"2,370,000,000 "
272146536,"265,000,000 "
272150418,"33,500,000 "
272150516,"1,440,000,000 "
272152729,"1,450,000,000 "
272152908,"622,000,000 "
272155862,"1,480,000,000 "
272156616,"1,190,000,000 "
272158023,"23,600,000,000 "
272158963,"111,000,000 "
272162895,"41,700,000 "
272163705,"27,900,000 "
272166676,"1,390,000,000 "
272167135,"1,430,000,000 "
272167495,"2,440,000,000 "
272167664,"827,000,000 "
272167948,"1,440,000,000 "
272168542,"26,700,000 "
272168651,"1,430,000,000 "
272170597,"50,200,000 "
272172871,"1,160,000,000 "
272173373,"821,000,000 "
272175943,"1,160,000,000 "
272176635,"1,430,000,000 "
272176944,"415,000,000 "
272177003,"7,880,000,000 "
272177413,"852,000,000 "
272177844,"828,000,000 "
272178088,"27,300,000 "
272178509,"830,000,000 "
272178603,"1,430,000,000 "
272179813,"1,140,000,000 "
272181291,"1,200,000,000 "
272181458,"2,470,000,000 "
272182494,"408,000,000 "
272182495,"65,300,000 "
272182521,"2,400,000,000 "
274182521,"2,400,000,000 "
272182521,"5,240,000,000 "
274182521,"5,240,000,000 "
272183277,"4,700,000,000 "
272183711,"693,000,000 "
272183898,"1,160,000,000 "
272183907,"1,440,000,000 "
272186146,"27,400,000 "
272186345,"1,420,000,000 "
272186351,"23,800,000 "
272188377,"1,180,000,000 "
272189505,"261,000,000 "
272189511,"1,470,000,000 "
272189596,"7,290,000,000 "
272190043,"15,700,000,000 "
272190045,"6,850,000,000 "
272190815,"1,450,000,000 "
272191189,"7,010,000,000 "
272192227,"29,700,000 "
272192318,"694,000,000 "
272192505,"1,450,000,000 "
272192593,"818,000,000 "
272192985,"2,470,000,000 "
272194765,"4,190,000,000 "
272194957,"26,800,000 "
272195864,"7,810,000,000 "
272196432,"263,000,000 "
272197225,"29,500,000 "
272197837,"389,000,000 "
272198176,"1,410,000,000 "
272199206,"1,390,000,000 "
272199422,"277,000,000 "
272199550,"623,000,000 "
272199987,"399,000,000 "
272200529,"826,000,000 "
272201042,"29,500,000 "
272201144,"107,000,000 "
272201535,"2,920,000,000 "
272201862,"682,000,000 "
272201988,"347,000,000 "
272202166,"32,200,000 "
272202335,"873,000,000 "
272202371,"1,420,000,000 "
272202556,"661,000,000 "
272202652,"856,000,000 "
273202652,"856,000,000 "
272202652,"765,000,000 "
273202652,"765,000,000 "
272203263,"1,120,000,000 "
272203486,"68,100,000 "
272203574,"1,430,000,000 "
272204024,"32,700,000 "
272204529,"39,100,000 "
272204935,"661,000,000 "
272205600,"841,000,000 "
272207410,"112,000,000 "
272207494,"1,180,000,000 "
272208004,"29,400,000 "
272208330,"74,700,000 "
272208418,"37,800,000 "
272208830,"40,400,000 "
272211117,"258,000,000 "
272212501,"29,600,000 "
272213565,"38,400,000 "
272213666,"242,000,000 "
272214267,"1,420,000,000 "
272215732,"30,900,000 "
272215914,"1,460,000,000 "
272216352,"693,000,000 "
272216354,"114,000,000 "
272216393,"112,000,000 "
272216594,"27,100,000 "
272219683,"90,700,000 "
272220018,"664,000,000 "
272220814,"1,160,000,000 "
272220932,"631,000,000 "
272222481,"1,140,000,000 "
272225263,"22,400,000 "
272225850,"31,300,000 "
272226851,"1,150,000,000 "
272229593,"28,900,000 "
272231281,"197,000,000 "
272231443,"30,400,000 "
272231677,"436,000,000 "
272231747,"3,090,000,000 "
272241684,"419,000,000 "
272242519,"7,140,000,000 "
272247515,"405,000,000 "
272247553,"3,980,000,000 "
272261593,"832,000,000 "
272266695,"1,450,000,000 "
273020801,"38,300,000,000 "
273134744,"27,500,000 "
273156519,"107,000,000 "
273158023,"2,750,000,000 "
273162347,"407,000,000 "
273163587,"109,000,000 "
273165153,"10,400,000,000 "
273167495,"375,000,000 "
273167948,"123,000,000 "
273172522,"394,000,000 "
273172871,"39,300,000 "
273173426,"25,300,000 "
273173731,"1,510,000,000 "
273177003,"2,610,000,000 "
273177683,"36,400,000 "
273179645,"375,000,000 "
273179813,"104,000,000 "
273180739,"1,930,000,000 "
273181291,"661,000,000 "
273181458,"1,190,000,000 "
273182494,"89,400,000 "
273182495,"248,000,000 "
273183569,"24,300,000 "
273183898,"599,000,000 "
273184432,"820,000,000 "
273184716,"38,400,000 "
273186153,"65,000,000 "
273186561,"387,000,000 "
273186801,"110,000,000 "
273186942,"1,440,000,000 "
273188377,"411,000,000 "
273188545,"16,700,000,000 "
273189332,"399,000,000 "
273189462,"22,600,000 "
273189511,"1,190,000,000 "
273189596,"1,210,000,000 "
273190059,"31,600,000 "
273190547,"252,000,000 "
273190815,"385,000,000 "
273191269,"85,600,000 "
273191648,"54,100,000 "
273192119,"115,000,000 "
273192241,"87,800,000 "
273192366,"1,170,000,000 "
273192505,"1,130,000,000 "
273192528,"86,700,000 "
273192985,"1,190,000,000 "
273193041,"244,000,000 "
273193133,"25,900,000 "
273193165,"246,000,000 "
273193198,"24,700,000 "
273193283,"584,000,000 "
273193348,"1,460,000,000 "
273193352,"376,000,000 "
273193474,"104,000,000 "
273193747,"381,000,000 "
273194765,"1,200,000,000 "
273194845,"22,300,000 "
273195033,"95,300,000 "
273195864,"1,020,000,000 "
273197242,"29,200,000 "
273197756,"38,000,000 "
273198176,"628,000,000 "
273198335,"53,000,000 "
273198861,"24,300,000 "
273198950,"106,000,000 "
273199005,"19,200,000 "
273199069,"21,400,000 "
273199434,"1,220,000,000 "
273199763,"25,000,000 "
273200104,"54,400,000,000 "
273200155,"791,000,000 "
273200260,"817,000,000 "
273200577,"328,000,000 "
273201153,"106,000,000 "
273201528,"34,800,000 "
273201535,"2,500,000,000 "
273202024,"96,600,000 "
273202126,"20,600,000,000 "
273202157,"83,600,000 "
101000001,"800,000,000 "
101000051,"20,100,000,000 "
101000195,"926,000,000 "
101000240,"3,040,000,000 "
101000241,"29,200,000,000 "
101000244,"1,070,000,000 "
101000246,"10,000,000,000 "
101000250,"240,000,000,000 "
101000388,"2,990,000,000 "
101000393,"875,000,000 "
101000570,"819,000,000 "
101000805,"5,930,000,000 "
101000942,"2,450,000,000 "
101001025,"1,900,000,000 "
101001040,"9,500,000,000 "
101001041,"2,500,000,000 "
101001075,"6,790,000,000 "
101001088,"14,000,000,000 "
101001109,"43,000,000,000 "
101001114,"13,700,000,000 "
101001116,"2,640,000,000 "
101001183,"4,580,000,000 "
101001198,"3,600,000,000 "
101001201,"8,650,000,000 "
101001256,"7,440,000,000 "
101001397,"43,700,000,000 "
101001419,"15,500,000,000 "
101001605,"1,610,000,000 "
101001620,"4,910,000,000 "
101001625,"152,000,000,000 "
101001668,"3,160,000,000 "
101001845,"900,000,000 "
101003647,"108,000,000,000 "
101004000,"3,810,000,000 "
101004202,"2,130,000,000 "
101004231,"4,920,000,000 "
101004833,"2,930,000,000 "
101005003,"9,060,000,000 "
101005099,"2,450,000,000 "
101005419,"5,750,000,000 "
101005467,"1,020,000,000 "
101005471,"3,830,000,000 "
101005479,"7,980,000,000 "
101005589,"48,300,000,000 "
101005673,"1,480,000,000 "
101005680,"40,200,000,000 "
101005681,"20,400,000,000 "
101005984,"2,060,000,000 "
101006235,"36,500,000,000 "
101006975,"1,610,000,000 "
101007289,"20,600,000,000 "
101007512,"5,470,000,000 "
101007518,"2,190,000,000 "
101007763,"11,000,000,000 "
101007826,"25,100,000,000 "
101009676,"69,900,000,000 "
101010264,"75,200,000,000 "
101010535,"22,400,000,000 "
101011141,"22,000,000,000 "
101013038,"9,060,000,000 "
101013128,"455,000,000,000 "
101013383,"1,460,000,000 "
101013743,"3,570,000,000 "
101020170,"872,000,000 "
101023174,"1,880,000,000 "
101028130,"42,700,000,000 "
101031432,"41,000,000,000 "
101034079,"2,750,000,000 "
101037576,"780,000,000,000 "
101039943,"51,500,000,000 "
101045661,"4,330,000,000 "
101045674,"24,700,000,000 "
101046747,"2,890,000,000 "
101048940,"3,500,000,000 "
101049369,"130,000,000,000 "
101051539,"2,740,000,000 "
101052241,"1,680,000,000 "
101053769,"1,900,000,000 "
101054050,"93,000,000,000 "
101117106,"843,000,000 "
101121939,"4,930,000,000 "
101121944,"6,990,000,000 "
101138449,"120,000,000,000 "
101140601,"9,740,000,000 "
101156353,"950,000,000 "
101161840,"2,830,000,000 "
101166120,"4,180,000,000 "
101166124,"2,710,000,000 "
101166149,"9,170,000,000 "
101167135,"4,010,000,000 "
101167198,"9,680,000,000 "
101167680,"2,850,000,000 "
101177845,"890,000,000 "
101190044,"3,630,000,000 "
101190045,"19,800,000,000 "
101190046,"1,870,000,000 "
101190053,"2,640,000,000 "
101191208,"412,000,000,000 "
101191695,"11,900,000,000 "
101192181,"93,700,000,000 "
101214098,"48,100,000,000 "
101214100,"495,000,000,000 "
101214101,"1,820,000,000 "
101214267,"2,700,000,000 "
101214649,"1,330,000,000 "
101215558,"18,200,000,000 "
101215732,"884,000,000 "
101222000,"1,720,000,000 "
101222257,"824,000,000 "
101222481,"3,450,000,000 "
101222680,"3,560,000,000 "
101226764,"23,100,000,000 "
101238380,"22,200,000,000 "
101242519,"27,400,000,000 "
101243781,"2,400,000,000 "
101247515,"1,050,000,000 "
101247553,"12,600,000,000 "
101247699,"4,250,000,000 "
101247703,"2,670,000,000 "
101248146,"1,660,000,000 "
101254642,"19,800,000,000 "
201000001,"5,030,000 "
201000041,"654,000,000 "
201000051,"5,770,000 "
201000195,"1,340,000 "
201000240,"1,480,000 "
201000244,"5,250,000 "
201000246,"5,110,000 "
201000388,"1,560,000 "
201000393,"4,330,000 "
201000488,"38,700,000 "
201000570,"3,800,000 "
201000805,"38,100,000 "
201000942,"5,400,000 "
201001025,"1,510,000 "
201001040,"10,900,000 "
201001041,"1,670,000 "
201001075,"2,790,000 "
201001088,"1,070,000 "
201001109,"4,010,000 "
201001116,"4,710,000 "
201001179,"2,420,000 "
201001183,"1,610,000 "
201001198,"2,050,000 "
201001201,"1,700,000 "
201001256,"4,450,000 "
201001419,"4,790,000 "
201001605,"4,810,000 "
201001620,"5,550,000 "
201001625,"5,390,000 "
201003647,"9,110,000 "
201004000,"2,810,000 "
201004202,"925,000 "
201004231,"13,700,000 "
207004231,"13,700,000 "
201004231,"12,400,000 "
207004231,"12,400,000 "
201004833,"9,930,000 "
201005003,"3,580,000 "
201005099,"2,620,000 "
201005419,"4,520,000 "
201005479,"1,540,000 "
201005589,"3,500,000 "
201005661,"3,180,000 "
201005680,"886,000 "
201005681,"4,970,000 "
201005740,"5,040,000 "
201005984,"5,300,000 "
201006235,"1,810,000 "
201006975,"1,450,000 "
201007289,"1,490,000 "
201007512,"4,280,000 "
201007518,"991,000 "
201007743,"10,400,000 "
201007826,"1,020,000 "
201009014,"11,100,000 "
201009676,"60,100 "
201010264,"3,150,000 "
201013038,"1,360,000 "
201013128,"2,360,000 "
201013940,"93,200,000 "
201020289,"288,000,000 "
201020801,"2,160,000 "
201021146,"299,000,000 "
201028130,"9,160,000 "
201037576,"8,670,000 "
201041236,"53,400 "
201045186,"1,220,000 "
201045661,"2,880,000 "
201046747,"432,000 "
201048940,"5,040,000 "
201049369,"2,760,000 "
201049370,"62,100,000 "
201050294,"6,870 "
201051257,"97,000,000 "
201051539,"59,900,000 "
201052241,"834,000 "
201053302,"26,700,000 "
201053578,"30,300,000 "
201053612,"181,000,000 "
201053769,"1,700,000 "
201053914,"1,840,000 "
201054050,"1,690,000 "
201108080,"71,400 "
201111503,"1,180 "
201112244,"2,160,000 "
201115533,"3,780,000 "
201120533,"1,640,000 "
201122849,"1,940 "
201135451,"10,600,000 "
201136553,"4,020,000 "
201137186,"12,300,000 "
201137262,"13,400,000 "
201137494,"1,470,000 "
201137785,"40,000,000 "
201138412,"940,000 "
201138956,"855,000 "
201139068,"1,620,000 "
201139668,"2,960,000 "
201139720,"7,770,000 "
201139927,"74,600,000 "
201139968,"58,000 "
201142754,"1,790,000 "
201142784,"10,900,000 "
201146530,"3,890,000 "
201146562,"7,260,000 "
201146760,"11,200,000 "
201149184,"799,000 "
201150418,"1,490,000 "
201150565,"4,260,000 "
201152554,"1,940,000 "
201152729,"5,670,000 "
201153079,"9,350,000 "
201153296,"7,000,000 "
201155862,"1,440,000 "
201156353,"1,480,000 "
201156616,"5,260,000 "
201157304,"2,700,000 "
201157392,"21,000,000 "
201157481,"1,400,000 "
201158023,"4,710,000 "
201158232,"1,740,000 "
201158372,"4,150,000 "
201158438,"6,060 "
201158625,"1,010,000 "
201158810,"4,010 "
201159287,"13,400,000 "
201161840,"5,230,000 "
201162347,"1,420,000 "
201162893,"118,000 "
201162895,"1,570,000 "
201164240,"937,000 "
201164468,"2,290,000 "
201164491,"2,620,000 "
201165153,"1,560,000 "
201165229,"2,310,000 "
201165888,"18,000 "
201165889,"16,200,000 "
201165908,"2,040 "
201166120,"4,290,000 "
201166124,"3,570,000 "
201166706,"1,110,000 "
201166906,"1,380,000 "
201167495,"4,020,000 "
201167628,"2,020,000 "
201167664,"5,110,000 "
201167905,"1,500,000 "
201167948,"971,000 "
201168312,"40,500,000 "
201168435,"982,000 "
201168542,"1,030,000 "
201168651,"923,000 "
