팀 컬러,팀 컬러 설명,1단계 적용 조건,2단계 적용 조건,3단계 적용 조건,4단계 적용 조건,1단계 효과,2단계 효과,3단계 효과,4단계 효과,시즌 & 이름
레드데블스 키즈,맨체스터 유나이티드의 전설적인 유스출신 선수들로 구성된 팀컬러입니다.,3명,-,-,-,크로스 +2 / 볼 컨트롤 +1 /  / ,-,-,-,"['NHD 폴 스콜스', 'LH 게리 네빌', 'NHD 게리 네빌']"
레드데블스 트리오,맨체스터 유나이티드 트리오로 구성된 팀컬러입니다.,3명,-,-,-,속력 +2 / 골 결정력 +1 /  / ,-,-,-,"['20 카를로스 테베스', '18PLS 크리스티아누 호날두', 'TC 크리스티아누 호날두', 'TC 웨인 루니', '20TOTN 크리스티아누 호날두', 'PLC 크리스티아누 호날두', 'TT 카를로스 테베스', '18TOTY 크리스티아누 호날두', 'TB 웨인 루니', 'LH 카를로스 테베스', '19UCL 크리스티아누 호날두', 'NHD 크리스티아누 호날두', 'MOG 카를로스 테베스', 'LIVE 크리스티아누 호날두', 'NHD 웨인 루니', 'TT 크리스티아누 호날두', 'COC 크리스티아누 호날두', '19PLA 크리스티아누 호날두', 'LH 웨인 루니', '21PLA 크리스티아누 호날두', '19PLS 크리스티아누 호날두', '20 웨인 루니', 'ICON 웨인 루니', '22TOTS ', 'WC22 ', '22PLA 크리스티아누 호날두', '20PLA 크리스티아누 호날두', 'HOT 크리스티아누 호날두', 'TB 크리스티아누 호날두', '19TOTS 크리스티아누 호날두', 'GR 웨인 루니']"
로스 블랑코스 06-07,로스 블랑코스의 06-07시즌에 활약했던 선수들로 구성된 팀컬러입니다.,8명,-,-,-,크로스 +3 / 골 결정력 +3 / 시야 +2 / 위치 선정 +2,-,-,-,"['HOT 세르히오 라모스', '19TOTY 세르히오 라모스', 'MC 호나우두', 'MC 뤼트 반니스텔로이', 'VTR 마르셀루', 'VTR 하비 가르시아', 'LH 뤼트 반니스텔로이', '19UCL 곤살로 이과인', '20UCL 세르히오 라모스', '21 하비 가르시아', '20PLA 마르셀루', '18PLS 마르셀루', '19TOTY 마르셀루', '19TOTS 카시야스', 'HOT 호나우두', 'HOT 마르셀루', 'NHD 곤살로 이과인', 'NHD 세르히오 라모스', '19PLS 곤살로 이과인', 'TC 호베르투 카를루스', 'TT 파비오 칸나바로', 'LH 곤살로 이과인', 'LIVE 디에고 로페스', 'TT 하비 가르시아', 'TB 마르셀루', 'LH 세르히오 라모스', 'VTR 디에고 로페스', 'LH 페르난도 가고', 'PLC 세르히오 라모스', '18PLS 세르히오 라모스', 'VTR 페르난도 가고', 'TT 호베르투 카를루스', 'TT 곤살로 이과인', 'HOT 파비오 칸나바로', '20PLA 세르히오 라모스', 'EBS 라울', 'LH 파비오 칸나바로', '21UCL 마르셀루', 'TC 세르히오 라모스', '20 페르난도 가고', '21PLA 세르히오 라모스', 'TC 라울', 'MC 호베르투 카를루스', 'NHD 파비오 칸나바로', 'UP 하비 가르시아', 'HOT 라울', '19 카시야스', 'TC 곤살로 이과인', '21UCL 세르히오 라모스', 'TT 라울', 'VTR 곤살로 이과인', '19PLS 세르히오 라모스', 'NHD 카시야스', '19PLA 마르셀루', '19PLA 곤살로 이과인', 'HOT 뤼트 반니스텔로이', 'NHD 호베르투 카를루스', '20UCL 마르셀루', 'TT 세르히오 라모스', '19UCL 마르셀루', 'LH 마르셀루', 'FA 뤼트 반니스텔로이', 'TC 디에고 로페스', 'TT 뤼트 반니스텔로이', 'NHD 뤼트 반니스텔로이', 'MC 마르셀루', '21 마르셀루', 'NHD 라울', '20TOTY 세르히오 라모스', '20TOTS 세르히오 라모스', 'TB 곤살로 이과인', 'TC 호나우두', 'EBS 데이비드 베컴', 'GR 마르셀루', 'LH 호나우두', 'LH 라울', '19UCL 세르히오 라모스', 'TC 마르셀루', '18TOTY 마르셀루', 'TB 세르히오 라모스', 'MC 곤살로 이과인', 'LH 호베르투 카를루스', 'TC 카시야스', 'PLC 곤살로 이과인', 'NHD 호나우두', 'MC 하비 가르시아', '18TOTY 세르히오 라모스', '18PLS 곤살로 이과인', 'FA 디에고 로페스', 'TC 뤼트 반니스텔로이', 'HOT 호베르투 카를루스', '19PLA 세르히오 라모스', 'TT 호나우두']"
로스 블랑코스 공격 듀오,레알 마드리드의 전설적인 공격 듀오로 구성된 팀컬러입니다.,2명,-,-,-,짧은 패스 +1 / 침착성 +1 /  / ,-,-,-,"['NHD 라울', 'TT 페르난도 모리엔테스', 'TT 라울', 'HOT 라울', 'LH 라울', 'TC 라울', 'NHD 페르난도 모리엔테스']"
로스 블랑코스 듀오,레알 마드리드의 전설적인 콤비로 구성된 팀컬러입니다.,2명,-,-,-,적극성 +1 / 몸싸움 +1 /  / ,-,-,-,"['LIVE ', '21UCL 세르히오 라모스', 'PLC 세르히오 라모스', '20UCL 페페', 'NHD ', '18PLS 세르히오 라모스', 'CAP ', 'TC 페페', '21TOTY 세르히오 라모스', '19UCL 세르히오 라모스', '20PLA 세르히오 라모스', '19PLS 세르히오 라모스', 'TB 페페', 'TB 세르히오 라모스', 'LIVE 세르히오 라모스', 'TC 세르히오 라모스', 'TT 세르히오 라모스', 'LIVE 페페', '18TOTY 세르히오 라모스', '21PLA 세르히오 라모스', 'NHD 세르히오 라모스', '19PLA 세르히오 라모스', 'BWC 세르히오 라모스', 'COC 페페', 'BTB ', 'EBS ']"
로스 블랑코스 유럽 3연패,레알 마드리드의 유럽대회 3연패를 달성한 선수들로 구성된 팀컬러입니다.,5명,-,-,-,슛 파워 +2 / 중거리 슛 +2 / 속력 +1 / ,-,-,-,"['22PLA 루카 모드리치', 'UP 카르바할', 'LIVE 헤세', 'HOT 세르히오 라모스', '22PLA 카제미루', 'VTR 루카 모드리치', 'BTB 나초 페르난데스', '19TOTY 라파엘 바란', '19TOTY 세르히오 라모스', 'TC 가레스 베일', '20UCL 카림 벤제마', '21UCL 케일러 나바스', '19PLA 카림 벤제마', '21PLA 카림 벤제마', 'TT 토니 크로스', 'TT 카림 벤제마', '20UCL 모라타', 'BOE21 루카 모드리치', 'VTR 마르셀루', '19PLA 라파엘 바란', 'WC22 라파엘 바란', '21TOTN 마테오 코바치치', '20UCL 세르히오 라모스', 'WC22 마테오 코바치치', '21UCL 루카스 바스케스', '21TOTS 페페', 'VTR 하메스 로드리게스', '19TOTY 크리스티아누 호날두', 'TB 루카 모드리치', 'TT 모라타', '22PLA 마테오 코바치치', 'NHD 루카 모드리치', '21UCL 카르바할', 'COC 크리스티아누 호날두', '19TOTY 마르셀루', 'LH 토니 크로스', 'GR 마테오 코바치치', 'VTR 페페', 'BTB 크리스티아누 호날두', '21UCL 카림 벤제마', '19PLS 카제미루', 'MC 루카 모드리치', '19PLA 모라타', 'BOE21 마테오 코바치치', 'HOT 마르셀루', '19TOTY 루카 모드리치', 'MC 모라타', '20PLA 라파엘 바란', 'TB 토니 크로스', '21TOTS 크리스티아누 호날두', 'BOE21 라파엘 바란', '22PLA 크리스티아누 호날두', 'BTB 케일러 나바스', 'BTB 키코 카시야', '20UCL 카르바할', '20PLA 모라타', '20PLA 크리스티아누 호날두', '21TOTS 루카스 바스케스', '19PLS 라파엘 바란', '19PLS 마테오 코바치치', '19UCL 토니 크로스', '20UCL 토니 크로스', '19PLS 모라타', 'BTB 라파엘 바란', '21PLA 모라타', 'BTB 가레스 베일', 'EBS 크리스티아누 호날두', 'BTB 마테오 코바치치', 'MC 마테오 코바치치', '21TOTY 크리스티아누 호날두', 'TB 마르셀루', '19PLA 이스코', 'HOT 카림 벤제마', 'LH 세르히오 라모스', 'WC22 카림 벤제마', '19UCL 가레스 베일', 'RMCF 루카스 바스케스', '20UCL 크리스티아누 호날두', 'PLC 세르히오 라모스', '21TOTN 케일러 나바스', '20TOTN 크리스티아누 호날두', '21UCL 크리스티아누 호날두', '18TOTY 크리스티아누 호날두', '22PLA 카림 벤제마', '19PLA 카르바할', 'CAP 크리스티아누 호날두', '18PLS 이스코', 'HOT 가레스 베일', 'EBS 루카 모드리치', '21UCL 나초 페르난데스', '20TOTS 마테오 코바치치', '18PLS 세르히오 라모스', '22TOTN 루카 모드리치', '20UCL 라파엘 바란', 'BOE21 크리스티아누 호날두', '22TOTS 카림 벤제마', 'BOE21 카림 벤제마', '20TOTN 루카 모드리치', '22PLA 다닐루', '18PLS 케일러 나바스', 'BTB 토니 크로스', 'UP 루카스 바스케스', 'BWC 라파엘 바란', '22TOTN 카제미루', '21UCL 카제미루', 'BTB 마르코 아센시오', '21TOTN 토니 크로스', '21PLA 크리스티아누 호날두', 'UP 마테오 코바치치', '19PLA 케일러 나바스', '21UCL 마르셀루', 'TC 세르히오 라모스', '21PLA 가레스 베일', '21PLA 나초 페르난데스', '20PLA 이스코', 'BTB 페페', 'WC22 다닐루', 'UP 다닐루', 'EBS 가레스 베일', 'TT 이스코', 'BTB 루카스 바스케스', 'BTB 다닐루', '21UCL 모라타', 'WC22 크리스티아누 호날두', '21UCL 마테오 코바치치', 'BOE21 페페', '22TOTN 크리스티아누 호날두', 'HOT 루카 모드리치', '19UCL 카르바할', 'TB 케일러 나바스', '20PLA 마르코 아센시오', 'TT 하메스 로드리게스', 'PLC 하메스 로드리게스', 'BOE21 모라타', 'WC22 모라타', 'HOT 크리스티아누 호날두', '21UCL 루카 모드리치', '20TOTS 크리스티아누 호날두', 'LH 가레스 베일', 'LH 루카 모드리치', 'TB 카제미루', '21TOTS 라파엘 바란', '19UCL 카림 벤제마', 'OTW 케일러 나바스', 'LH 라파엘 바란', '20PLA 카림 벤제마', '19PLS 케일러 나바스', '22TOTS 크리스티아누 호날두', 'TT 루카 모드리치', '19PLA 가레스 베일', 'RMCF 루카 모드리치', '18PLS 크리스티아누 호날두', 'TC 크리스티아누 호날두', 'BOE21 가레스 베일', '21UCL 세르히오 라모스', 'TB 카림 벤제마', '18PLS 토니 크로스', 'VTR 가레스 베일', '20UCL 케일러 나바스', 'TC 루카 모드리치', '20PLA 가레스 베일', 'WC22 루카 모드리치', 'LIVE 키코 카시야', 'TC 나초 페르난데스', 'VTR 케일러 나바스', 'MC 케일러 나바스', '20UCL 루카스 바스케스', 'BTB 이스코', 'TC 페페', '21PLA 루카스 바스케스', 'BTB 루카 모드리치', '19PLS 세르히오 라모스', '20PLA 하메스 로드리게스', 'TB 페페', '20TOTS 토니 크로스', '22PLA 모라타', 'BTB 세르히오 라모스', '20TOTS 라파엘 바란', '20UCL 마르셀루', 'LH 크리스티아누 호날두', '19PLA 루카 모드리치', '19UCL 마르셀루', 'TT 세르히오 라모스', 'WC22 가레스 베일', '21TOTS 토니 크로스', '21TOTN 카림 벤제마', 'LH 마르셀루', '19PLS 카림 벤제마', 'BWC 토니 크로스', 'EBS 세르히오 라모스', 'EBS 페페', 'WC22 카제미루', '18PLS 루카 모드리치', 'EBS 토니 크로스', 'RMCF 카르바할', 'TC 카림 벤제마', '21UCL 다닐루', 'WC22 케일러 나바스', 'BWC 마테오 코바치치', 'UP 페페', '20UCL 루카 모드리치', 'BWC 세르히오 라모스', '19TOTS 크리스티아누 호날두', 'NHD 하메스 로드리게스', 'COC 카제미루', '21PLA 카르바할', 'BTB 카르바할', 'LH 페페', 'TB 가레스 베일', '19UCL 다닐루', 'MC 마르셀루', 'UP 케일러 나바스', 'TB 하메스 로드리게스', '21 마르셀루', 'MC 크리스티아누 호날두', 'LH 마테오 코바치치', 'RMCF 나초 페르난데스', 'BOE21 토니 크로스', '20TOTS 카림 벤제마', '19PLA 카제미루', '20TOTY 세르히오 라모스', '21TOTS 카림 벤제마', '18PLS 가레스 베일', '19UCL 케일러 나바스', '20TOTS 세르히오 라모스', 'PLC 루카 모드리치', '21UCL 라파엘 바란', '22PLA 카르바할', '19PLS 카르바할', '18PLS 하메스 로드리게스', '22TOTS 루카 모드리치', 'EBS 카림 벤제마', 'BTB 마르셀루', '21PLA 다닐루', '19UCL 라파엘 바란', 'UP 나초 페르난데스', '19UCL 모라타', 'BWC 루카 모드리치', 'BTB 카림 벤제마', 'RMCF 카림 벤제마', '19UCL 이스코', '22TOTN 카림 벤제마', 'MC 페페', '21PLA 하메스 로드리게스', 'MC 하메스 로드리게스', 'TC 카제미루', 'BTB 카제미루', '19TOTS 카림 벤제마', '21TOTY 세르히오 라모스', '19UCL 세르히오 라모스', 'TC 마르셀루', '18TOTY 마르셀루', '21PLA 마테오 코바치치', 'CAP 하메스 로드리게스', '20PLA 케일러 나바스', 'TB 세르히오 라모스', 'TT 크리스티아누 호날두', '19UCL 루카 모드리치', '21TOTS 카제미루', 'BTB 하메스 로드리게스', '19PLS 토니 크로스', '19PLS 크리스티아누 호날두', 'TC 이스코', '20PLA 마테오 코바치치', '22PLA 토니 크로스', 'TC 모라타', 'MC 카림 벤제마', '20UCL 다닐루', 'LH 케일러 나바스', 'GR 마르코 아센시오', '22PLA 이스코', '19PLA 하메스 로드리게스', 'MC 토니 크로스', '19PLA 토니 크로스', '21TOTS 케일러 나바스', '19UCL 마테오 코바치치', '21PLA 마르코 아센시오', 'NHD 케일러 나바스', 'TC 토니 크로스', 'BTB 모라타', 'RMCF 토니 크로스', '20TOTN 카림 벤제마', '20TOTS 카르바할', 'TB 이스코', '19PLA 세르히오 라모스', 'BWC 크리스티아누 호날두', '20UCL 마르코 아센시오', 'COC 페페', '20PLA 카르바할', 'TC 하메스 로드리게스', 'TC 케일러 나바스', '21UCL 토니 크로스', '20UCL 카제미루', 'CAP 세르히오 라모스']"
로스 블랑코스 중원 트리오,레알 마드리드의 중원 트리오로 구성된 팀컬러입니다.,3명,-,-,-,긴 패스 +2 / 가로채기 +1 /  / ,-,-,-,"['NHD 루카 모드리치', 'LIVE 카제미루', 'NHD 토니 크로스']"
로스 블랑코스 트리오,레알 마드리드 트리오로 구성된 팀컬러입니다.,3명,-,-,-,골 결정력 +1 / 속력 +2 /  / ,-,-,-,['LIVE 가레스 베일']
로스 블랑코스 황금세대,로스 블랑코스의 전성기를 이끈 선수들로 구성된 팀컬러입니다.,5명,-,-,-,긴 패스 +3 / 골 결정력 +2 /  / ,-,-,-,"['19 카시야스', 'TB 카시야스']"
로쏘네리 공격 트리오,AC밀란의 유명한 공격 트리오로 구성된 팀컬러입니다.,3명,-,-,-,골 결정력 +2 / 드리블 +1 /  / ,-,-,-,"['NHD 안드리 셰우첸코', 'NHD 에르난 크레스포']"
로쏘네리 듀오,AC 밀란의 전설적인 듀오로 구성된 팀컬러입니다.,2명,-,-,-,가속력 +1 / 반응 속도 +1 /  / ,-,-,-,"['TT 안드리 셰우첸코', 'NHD 안드리 셰우첸코', 'BWC 카카', 'MC 카카', 'TC 안드리 셰우첸코', 'LH 안드리 셰우첸코', 'HOT 안드리 셰우첸코']"
로쏘네리 중원 듀오,AC밀란의 유명한 중원 콤비로 구성된 팀컬러입니다.,2명,-,-,-,시야 +1 / 가로채기 +1 /  / ,-,-,-,"['LH 젠나로 가투소', 'TT 젠나로 가투소', 'EBS 젠나로 가투소', 'HOT 젠나로 가투소', 'NHD 젠나로 가투소', 'TC 젠나로 가투소']"
로쏘네리 철벽라인,AC밀란의 전설적인 수비라인으로 구성된 팀컬러입니다.,3명,-,-,-,슬라이딩 태클 +2 / 크로스 +1 /  / ,-,-,-,"['NHD 야프 스탐', 'NHD 카푸', 'TT 알레산드로 네스타', 'TT 야프 스탐', 'NHD 파올로 말디니', 'NHD ', 'NHD 알레산드로 네스타', 'TT 카푸']"
로쏘네리 철벽수비 듀오,AC 밀란의 전설적인 수비 듀오로 구성된 팀컬러입니다.,2명,-,-,-,대인 수비 +1 / 태클 +1 /  / ,-,-,-,"['NHD 프랑코 바레시', 'NHD 파올로 말디니']"
리버풀 엠버서더,리버풀 엠버서더로 구성된 팀컬러입니다.,3명,-,-,-,적극성 +2 / 스태미너 +1 /  / ,-,-,-,"['TT 로비 파울러', 'NHD 로비 파울러', 'NHD 마이클 오언', 'TC 마이클 오언', 'EBS 로비 파울러']"
마법같은 우승,레스터 황금세대로 구성된 팀컬러입니다.,5명,-,-,-,속력 +1 / 긴 패스 +2 / 태클 +2 / ,-,-,-,[]
맨시티 아이콘,맨체스터 시티 아이콘으로 구성된 팀컬러입니다.,3명,-,-,-,긴 패스 +2 / 점프 +1 /  / ,-,-,-,['HOT 졸리언 레스콧']
무적 거너스,아스날의 황금세대 멤버로 구성된 팀컬러입니다.,5명,-,-,-,속력 +3 / 밸런스 +2 /  / ,-,-,-,"['NHD 가엘 클리시', 'TC 데니스 베르캄프', 'TC 솔 캠벨', '18 애슐리 콜', 'LIVE 가엘 클리시', '19 가엘 클리시']"
바르샤 두번째 트레블,바르셀로나의 두번째 트레블을 달성한 선수들로 구성된 팀컬러입니다.,5명,-,-,-,드리블 +2 / 속력 +2 / 커브 +1 / ,-,-,-,"['19TOTS 피케', 'UP 세르지 로베르토', '19PLS 리오넬 메시', 'PLC 리오넬 메시', '19PLA 조르디 알바', 'TC 다니 아우베스', 'MC 피케', '19UCL 피케', '22PLA 페드로', 'BWC 페드로', '20PLA 페드로', '18PLS 네이마르 Jr.', 'TC M. 테어슈테겐', 'NHD 세르지오 부스케츠', 'BTB 바르트라', '22PLA 피케', '19PLS M. 테어슈테겐', '20PLA 피케', '19UCL 조르디 알바', '19UCL 네이마르 Jr.', '18TOTY 리오넬 메시', 'TB 네이마르 Jr.', 'EBS 이반 라키티치', '18PLS 세르지오 부스케츠', '21PLA 피케', 'LH 세르지오 부스케츠', '19UCL 세르지오 부스케츠', 'TT 루이스 수아레스', 'TB 피케', 'TB 페드로', '20PLA 세르지 로베르토', 'TT 하비에르 마스체라노', 'LH 클라우디오 브라보', '21TOTN 루이스 수아레스', 'MC 페드로', '20PLA 바르트라', 'MC 하비에르 마스체라노', 'VTR 이반 라키티치', '19TOTS M. 테어슈테겐', 'MCFC 클라우디오 브라보', '20UCL M. 테어슈테겐', 'TB 조르디 알바', '22PLA M. 테어슈테겐', '20UCL 리오넬 메시', '20PLA M. 테어슈테겐', '19TOTY 네이마르 Jr.', '20PLA 루이스 수아레스', '19PLS 피케', 'TC 이반 라키티치', '22PLA 네이마르 Jr.', '21TOTN 조르디 알바', '20TOTN 조르디 알바', '21PLA 조르디 알바', '19PLA 세르지오 부스케츠', '20PLA 조르디 알바', '19UCL 이반 라키티치', 'LH 리오넬 메시', 'LIVE 리오넬 메시', '19TOTS 리오넬 메시', '19UCL M. 테어슈테겐', '19TOTS 세르지오 부스케츠', 'TC 리오넬 메시', 'NHD 루이스 수아레스', 'HOT 세르지오 부스케츠', '19UCL 리오넬 메시', '19PLA 바르트라', 'HOT M. 테어슈테겐', 'TT 페드로', 'HOT 리오넬 메시', 'COC 리오넬 메시', '18PLS 루이스 수아레스', '21PLA 클라우디오 브라보', '19TOTS 네이마르 Jr.', 'TC 페드로', 'HOT 피케', 'PLC M. 테어슈테겐', '19UCL 세르지 로베르토', '21PLA 리오넬 메시', 'LIVE 네이마르 Jr.', 'PLC 피케', '20UCL 세르지오 부스케츠', 'NHD 리오넬 메시', 'UP 아드리아누', '22PLA 이반 라키티치', 'GR 세르지오 부스케츠', 'TC 조르디 알바', '19PLA 피케', '19PLS 세르지 로베르토', 'NHD 피케', '20PLA 리오넬 메시', 'MC 클라우디오 브라보', '21UCL 루이스 수아레스', 'PLC 세르지오 부스케츠', '20TOTS 루이스 수아레스', 'GR 리오넬 메시', '20TOTN 네이마르 Jr.', '20UCL 루이스 수아레스', '19PLS 바르트라', 'TC 아드리아누', 'TB 제레미 마티외', 'LH 루이스 수아레스', '18TOTY 다니 아우베스', 'PLC 루이스 수아레스', '19TOTS 루이스 수아레스', '19UCL 루이스 수아레스', '18PLS M. 테어슈테겐', 'LH 하비에르 마스체라노', 'TB 이반 라키티치', 'EBS 페드로', 'BOE21 조르디 알바', '19TOTS 조르디 알바', '18PLS 이반 라키티치', '19PLS 루이스 수아레스', '19PLA M. 테어슈테겐', '19PLA 이반 라키티치', 'VTR 하비에르 마스체라노', 'MC 네이마르 Jr.', '21PLA 세르지 로베르토', 'NHD 다니 아우베스', 'LH 이반 라키티치', '21PLA 네이마르 Jr.', '18PLS 조르디 알바', '20PLA 이반 라키티치', '19PLA 리오넬 메시', 'LH 네이마르 Jr.', '19TOTY 리오넬 메시', 'TC 세르지오 부스케츠', '20UCL 피케', '19PLS 조르디 알바', '20TOTS 네이마르 Jr.', '19PLA 네이마르 Jr.', '21PLA 이반 라키티치', '20UCL 조르디 알바', '19PLA 페드로', '22PLA 리오넬 메시', 'LH 피케', 'TB M. 테어슈테겐', 'TB 세르지오 부스케츠', '20TOTS 제레미 마티외', '19PLS 세르지오 부스케츠', 'TB 루이스 수아레스', 'PLC 네이마르 Jr.', 'GR 이반 라키티치', '21PLA 세르지오 부스케츠', '20UCL 세르지 로베르토', 'HOT 네이마르 Jr.', '18PLS 피케', 'UP 조르디 알바', 'TT 다니 아우베스', '21UCL 네이마르 Jr.', '20TOTN M. 테어슈테겐', 'TB 리오넬 메시', 'NHD 네이마르 Jr.', '20PLA 세르지오 부스케츠', '19PLA 루이스 수아레스', '20TOTS M. 테어슈테겐', 'TC 루이스 수아레스', '20TOTS 리오넬 메시', 'TB 다니 아우베스', 'PLC 조르디 알바']"
바르샤 듀오,바르셀로나 듀오로 구성된 팀컬러입니다.,2명,-,-,-,볼 컨트롤 +1 / 짧은 패스 +1 /  / ,-,-,-,"['BOE21 ', 'BTB 세르지오 부스케츠', 'BWC 세르지오 부스케츠', 'EBS 세르지오 부스케츠', 'LIVE 세르지오 부스케츠', 'UP 세르지오 부스케츠', 'WC22 세르지오 부스케츠']"
바르샤 중원 트리오,바르셀로나의 전설적인 중원 트리오로 구성된 팀컬러입니다.,3명,-,-,-,시야 +2 / 짧은 패스 +1 /  / ,-,-,-,"['NHD 이니에스타', '22PLA 세르지오 부스케츠', 'HOT 세르지오 부스케츠', 'LH 세르지오 부스케츠', '21PLA ', 'LIVE 세르지오 부스케츠', '17 이니에스타', 'TC 세르지오 부스케츠', 'GR ', '19TOTS 세르지오 부스케츠']"
바르샤 철벽수비 듀오,바르셀로나의 전설적인 듀오로 구성된 팀컬러입니다.,2명,-,-,-,적극성 +1 / 슬라이딩 태클 +1 /  / ,-,-,-,['LIVE 피케']
바르샤 첫번째 트레블,바르셀로나의 첫번째 트레블을 달성한 선수들로 구성된 팀컬러입니다.,5명,-,-,-,짧은 패스 +2 / 볼 컨트롤 +2 / 민첩성 +1 / ,-,-,-,"['18 야야 투레', '21 다니 아우베스', '17 R. 마르케스', '20 보얀']"
바르샤 트리오,바르셀로나 트리오로 구성된 팀컬러입니다.,3명,-,-,-,골 결정력 +2 / 드리블 +1 /  / ,-,-,-,"['19TOTS 네이마르 Jr.', '19PLS 리오넬 메시', 'PLC 리오넬 메시', '21PLA 네이마르 Jr.', '21PLA 리오넬 메시', '19PLA 리오넬 메시', 'LH 네이마르 Jr.', '19TOTY 리오넬 메시', '18PLS 리오넬 메시', '20UCL 리오넬 메시', '19TOTY 네이마르 Jr.', '20PLA 리오넬 메시', '19PLA 네이마르 Jr.', '22PLA 네이마르 Jr.', '21UCL 루이스 수아레스', 'GR 리오넬 메시', '20TOTN 네이마르 Jr.', '19UCL 네이마르 Jr.', '20PLA 네이마르 Jr.', 'LH 루이스 수아레스', '18TOTY 리오넬 메시', 'TC 네이마르 Jr.', 'HOT 네이마르 Jr.', '19TOTS 루이스 수아레스', 'TT 네이마르 Jr.', '19UCL 루이스 수아레스', 'LH 리오넬 메시', '19PLS 네이마르 Jr.', '19TOTS 리오넬 메시', '21UCL 네이마르 Jr.', 'TC 리오넬 메시', '19UCL 리오넬 메시', '21 루이스 수아레스', 'HOT 리오넬 메시', 'COC 리오넬 메시']"
